ANT	 Experiment ID
24	 Subject
09-Mar-2019 16:21:10	 Run Time
2	nCongruency conditions (congruent = 1, incongruent = 2)
7	nCue conditions (1=no cue, 2 = fixation cue, 3-6=valid, 7 = invalid
2	 nRepsPerBlock
3	 nBlocks
60.009673	 FrameRate
6	 CueDur in frames
18	36	54	cue-target SOAs
thisBlock	trial	SOAidx	thisCue	thisCon	arrowDir	Resp	Acc	RT	fixation	lagFrames
1	1	3	V	2	L	L	1	 987.52	96	45
1	2	3	V	1	L	L	1	 696.54	24	45
1	3	2	I	2	L	L	1	 805.02	24	27
1	4	2	V	2	R	R	1	 828.40	96	27
1	5	1	N	1	L	L	1	 903.71	96	9
1	6	3	V	1	R	R	1	 632.30	96	45
1	7	2	N	1	L	L	1	 822.46	24	27
1	8	1	V	1	R	R	1	 600.56	96	9
1	9	1	I	2	R	R	1	 725.27	24	9
1	10	3	V	2	R	R	1	 500.39	96	45
1	11	2	I	1	L	L	1	 472.04	24	27
1	12	3	V	1	R	R	1	 665.64	24	45
1	13	1	V	1	L	L	1	 562.74	96	9
1	14	2	N	1	R	R	1	 619.60	24	27
1	15	2	V	2	L	L	1	 418.97	96	27
1	16	1	C	1	R	R	1	 508.69	96	9
1	17	2	I	2	R	R	1	 503.42	96	27
1	18	1	V	1	L	L	1	 454.90	96	9
1	19	3	C	2	L	L	1	 448.49	96	45
1	20	3	C	2	L	L	1	 490.61	96	45
1	21	1	N	1	R	R	1	 594.98	96	9
1	22	1	N	2	L	L	1	 574.81	96	9
1	23	1	N	2	L	L	1	 563.09	24	9
1	24	2	V	2	R	R	1	 405.54	24	27
1	25	3	V	1	L	L	1	 560.93	96	45
1	26	1	V	1	R	R	1	 534.72	24	9
1	27	2	I	1	L	L	1	 520.84	96	27
1	28	3	V	1	R	R	1	 504.24	96	45
1	29	3	V	1	L	L	1	 503.55	24	45
1	30	2	C	2	L	L	1	 452.41	96	27
1	31	1	N	2	L	L	1	 430.23	96	9
1	32	1	V	1	R	R	1	 504.50	24	9
1	33	1	N	2	R	R	1	 503.94	24	9
1	34	1	N	1	L	R	0	 488.27	24	9
1	35	2	V	1	L	L	1	 548.35	24	27
1	36	2	V	2	R	R	1	 439.25	24	27
1	37	3	V	1	R	R	1	 561.22	96	45
1	38	2	V	1	L	L	1	 594.48	24	27
1	39	1	V	1	L	L	1	 558.55	24	9
1	40	1	V	2	L	L	1	 421.19	24	9
1	41	3	I	1	R	R	1	 799.55	96	45
1	42	2	I	2	R	R	1	 574.53	96	27
1	43	2	C	1	L	L	1	 671.96	24	27
1	44	3	N	2	L	L	1	 489.22	96	45
1	45	2	C	1	R	R	1	 620.80	96	27
1	46	1	V	2	L	L	1	 448.53	96	9
1	47	3	I	1	R	R	1	 569.16	96	45
1	48	1	V	1	L	L	1	 566.24	24	9
1	49	3	C	1	R	R	1	 651.42	96	45
1	50	3	V	1	R	R	1	 549.50	24	45
1	51	2	V	2	R	R	1	 446.38	96	27
1	52	2	V	2	L	L	1	 411.88	24	27
1	53	1	V	2	R	R	1	 391.53	96	9
1	54	1	C	1	R	R	1	 603.54	24	9
1	55	2	V	2	R	R	1	 411.23	24	27
1	56	3	N	1	R	R	1	 782.81	96	45
1	57	1	V	2	R	R	1	 514.66	24	9
1	58	3	I	2	L	L	1	 704.83	96	45
1	59	2	V	1	L	L	1	 525.20	24	27
1	60	2	V	2	R	R	1	 455.57	96	27
1	61	3	V	2	L	L	1	 465.46	24	45
1	62	3	V	2	L	L	1	 586.83	24	45
1	63	2	C	2	R	R	1	 443.00	96	27
1	64	3	C	1	L	L	1	 628.41	96	45
1	65	3	V	2	R	R	1	 663.34	96	45
1	66	2	V	2	L	L	1	 588.47	96	27
1	67	2	V	1	R	R	1	 780.75	24	27
1	68	2	V	2	R	R	1	 532.24	96	27
1	69	3	I	1	L	L	1	 650.72	96	45
1	70	1	I	1	L	L	1	 620.13	24	9
1	71	3	V	2	R	R	1	 654.36	24	45
