ANT	 Experiment ID
99	 Subject
08-May-2019 10:39:09	 Run Time
2	nCongruency conditions (congruent = 1, incongruent = 2)
7	nCue conditions (1=no cue, 2 = fixation cue, 3-6=valid, 7 = invalid
2	 nRepsPerBlock
3	 nBlocks
60.020893	 FrameRate
6	 CueDur in frames
18	36	54	cue-target SOAs
thisBlock	trial	SOAidx	thisCue	thisCon	arrowDir	Resp	Acc	RT	fixation	lagFrames
1	1	2	V	2	L	L	1	 855.46	96	27
1	2	2	V	1	R	R	1	 501.84	96	27
1	3	1	I	1	L	L	1	 638.28	96	9
1	4	3	I	2	L	L	1	 609.40	24	45
1	5	1	V	1	L	L	1	 556.60	24	9
1	6	2	V	2	R	R	1	 423.78	24	27
1	7	2	V	2	R	R	1	 479.16	96	27
1	8	3	V	2	L	L	1	 487.62	96	45
1	9	2	V	2	R	R	1	 372.80	96	27
1	10	1	N	1	L	L	1	 505.86	96	9
1	11	3	V	2	R	R	1	 481.81	24	45
1	12	3	I	1	L	R	0	 442.50	24	45
1	13	1	C	2	L	L	1	 429.16	96	9
1	14	2	V	1	R	R	1	 524.07	24	27
1	15	3	C	1	R	R	1	 540.28	96	45
1	16	1	N	2	L	L	1	 490.43	24	9
1	17	1	V	1	L	L	1	 403.00	96	9
1	18	2	V	2	R	R	1	 347.52	96	27
1	19	3	V	1	R	L	0	 290.01	24	45
1	20	2	I	2	L	L	1	 517.42	24	27
1	21	3	C	2	R	R	1	 468.52	24	45
1	22	1	V	2	R	R	1	 446.71	96	9
1	23	2	I	2	L	L	1	 436.43	96	27
1	24	1	V	2	R	R	1	 438.80	96	9
1	25	2	V	2	R	R	1	 470.59	96	27
1	26	2	V	1	R	R	1	 532.04	96	27
1	27	2	V	2	L	L	1	 478.62	24	27
1	28	1	N	1	L	L	1	 623.25	24	9
1	29	3	C	1	L	R	0	 834.35	24	45
1	30	1	V	2	R	R	1	 429.46	96	9
1	31	2	N	2	L	L	1	 444.17	24	27
1	32	3	C	1	L	L	1	 567.66	24	45
1	33	2	V	1	L	L	1	 456.28	96	27
1	34	1	V	1	R	R	1	 561.96	24	9
1	35	1	V	1	L	L	1	 535.43	96	9
1	36	1	V	2	L	L	1	 470.08	24	9
1	37	1	N	1	L	L	1	 679.16	24	9
1	38	1	I	2	R	R	1	 352.31	24	9
1	39	2	N	1	L	L	1	 473.89	24	27
1	40	3	I	2	L	L	1	 411.55	24	45
1	41	3	V	2	L	L	1	 367.74	24	45
1	42	2	C	2	L	L	1	 409.50	96	27
1	43	3	C	2	L	L	1	 404.43	96	45
1	44	2	N	2	L	L	1	 483.91	24	27
1	45	3	N	2	L	L	1	 341.15	96	45
1	46	3	V	1	L	R	0	 371.79	96	45
1	47	2	N	1	R	R	1	 681.07	96	27
1	48	3	V	1	R	R	1	 504.57	24	45
1	49	2	V	1	R	R	1	 525.70	24	27
1	50	3	V	1	R	R	1	 523.97	24	45
1	51	2	V	1	R	R	1	 408.21	24	27
1	52	1	V	2	L	L	1	 450.71	96	9
1	53	1	V	1	R	R	1	 444.38	96	9
1	54	3	I	1	R	R	1	 592.27	24	45
1	55	1	V	2	L	L	1	 395.07	96	9
1	56	2	V	1	R	L	0	 356.36	24	27
1	57	3	N	2	R	R	1	 434.34	24	45
1	58	1	C	1	R	L	0	 412.67	24	9
1	59	1	N	2	R	R	1	 352.47	96	9
1	60	3	V	1	L	L	1	 598.94	24	45
1	61	1	V	1	R	R	1	 514.19	24	9
1	62	3	I	2	L	L	1	 466.68	96	45
1	63	2	N	2	L	L	1	 567.91	24	27
1	64	3	V	2	L	L	1	 492.37	96	45
1	65	1	I	2	L	R	0	 373.22	96	9
1	66	2	V	1	L	L	1	 631.11	24	27
1	67	3	V	1	L	L	1	 593.27	24	45
1	68	1	C	2	R	R	1	 445.49	96	9
1	69	3	V	1	L	L	1	 415.81	96	45
1	70	3	V	2	L	L	1	 403.23	96	45
1	71	2	V	2	R	R	1	 395.46	24	27
1	72	1	V	1	L	L	1	 471.78	96	9
1	73	1	V	2	R	R	1	 369.35	24	9
1	74	3	C	2	L	L	1	 422.78	96	45
1	75	1	N	1	R	R	1	 481.76	96	9
1	76	1	I	2	R	L	0	 498.04	24	9
1	77	2	I	1	R	R	1	 614.02	96	27
1	78	1	I	1	R	L	0	 464.74	24	9
1	79	3	I	2	R	R	1	 538.16	96	45
1	80	2	V	2	R	R	1	 476.70	24	27
1	81	3	V	2	L	L	1	 373.29	24	45
1	82	3	C	2	L	L	1	 442.86	96	45
1	83	1	V	1	L	R	0	 389.32	96	9
1	84	1	V	1	L	L	1	 521.67	24	9
1	85	3	N	1	R	L	0	 569.34	24	45
1	86	2	I	1	R	R	1	 587.56	24	27
1	87	1	V	2	L	L	1	 376.08	96	9
1	88	2	V	2	R	R	1	 360.92	96	27
