ANT	 Experiment ID
15	 Subject
08-Mar-2019 17:35:47	 Run Time
2	nCongruency conditions (congruent = 1, incongruent = 2)
7	nCue conditions (1=no cue, 2 = fixation cue, 3-6=valid, 7 = invalid
2	 nRepsPerBlock
3	 nBlocks
60.019106	 FrameRate
6	 CueDur in frames
18	36	54	cue-target SOAs
thisBlock	trial	SOAidx	thisCue	thisCon	arrowDir	Resp	Acc	RT	fixation	lagFrames
1	1	3	V	1	R	R	1	 661.08	96	45
1	2	2	V	2	R	R	1	 371.36	24	27
1	3	3	V	1	R	R	1	 472.39	96	45
1	4	3	V	2	R	R	1	 378.86	24	45
1	5	3	V	2	R	R	1	 352.14	24	45
1	6	3	C	1	R	R	1	 509.54	24	45
1	7	1	N	2	L	L	1	 541.51	96	9
1	8	3	V	1	R	R	1	 557.39	96	45
1	9	3	V	2	R	R	1	 442.50	24	45
1	10	3	C	2	L	L	1	 646.50	96	45
1	11	2	V	2	L	L	1	 437.31	24	27
1	12	3	V	2	R	R	1	 382.55	24	45
1	13	1	V	1	R	R	1	 515.65	24	9
1	14	2	C	1	L	L	1	 694.85	96	27
1	15	2	N	1	L	L	1	 827.68	24	27
1	16	1	I	2	L	L	1	 599.10	24	9
1	17	1	V	1	R	R	1	 530.62	24	9
1	18	2	N	2	R	R	1	 541.27	96	27
1	19	2	V	2	L	L	1	 824.29	24	27
1	20	2	N	2	L	L	1	 911.80	96	27
1	21	1	C	2	L	L	1	 487.88	96	9
1	22	1	V	1	L	L	1	 512.07	24	9
1	23	3	V	1	L	L	1	 440.39	24	45
1	24	2	V	1	L	L	1	 455.31	24	27
1	25	2	C	2	R	R	1	 428.46	96	27
1	26	1	V	2	L	L	1	 479.18	96	9
1	27	3	V	1	R	R	1	 576.74	96	45
1	28	2	V	2	R	R	1	 434.98	96	27
1	29	3	V	1	L	R	0	 356.54	24	45
1	30	1	I	1	L	L	1	 618.80	96	9
1	31	2	I	2	L	L	1	 490.13	24	27
1	32	3	V	1	R	R	1	 611.62	96	45
1	33	2	V	1	R	R	1	 540.00	96	27
1	34	2	N	1	R	R	1	 582.58	96	27
1	35	1	I	2	L	L	1	 452.17	96	9
1	36	1	C	1	L	L	1	 557.96	24	9
1	37	2	V	1	R	R	1	 527.37	24	27
1	38	1	N	2	L	L	1	 527.89	96	9
1	39	3	V	2	L	L	1	 431.34	96	45
1	40	2	V	2	R	R	1	 422.37	24	27
1	41	2	V	1	L	L	1	 462.07	96	27
1	42	3	V	1	R	R	1	 711.97	24	45
1	43	2	V	1	L	L	1	 467.48	96	27
1	44	2	C	2	L	L	1	 584.55	24	27
1	45	1	I	2	L	L	1	 493.55	96	9
1	46	1	C	2	L	L	1	 590.10	24	9
1	47	2	V	1	R	R	1	 543.17	96	27
1	48	1	V	1	L	L	1	 822.13	96	9
1	49	2	I	2	L	L	1	 446.12	96	27
1	50	3	V	1	R	R	1	 720.40	96	45
1	51	3	C	2	L	L	1	 407.74	96	45
1	52	3	C	1	R	R	1	 635.55	24	45
1	53	3	I	1	R	R	1	 503.42	96	45
1	54	3	C	2	L	L	1	 518.80	24	45
1	55	1	V	1	L	L	1	 670.89	96	9
1	56	2	C	1	L	L	1	 732.93	96	27
1	57	2	V	1	L	R	0	 335.19	96	27
1	58	3	N	2	L	L	1	 478.15	24	45
1	59	2	V	1	R	R	1	 643.93	24	27
1	60	3	C	2	L	L	1	 406.76	24	45
1	61	1	V	2	L	L	1	 385.38	24	9
1	62	1	C	1	R	L	0	 294.90	96	9
1	63	3	I	2	L	L	1	 463.72	24	45
1	64	1	V	1	R	R	1	 552.22	96	9
1	65	1	V	1	R	R	1	 422.91	24	9
1	66	2	V	1	R	R	1	 525.95	24	27
1	67	3	V	2	R	R	1	 429.21	96	45
1	68	1	V	1	R	R	1	 448.33	24	9
1	69	3	V	2	L	L	1	 505.15	24	45
1	70	2	V	2	L	L	1	 478.82	96	27
1	71	3	V	1	R	R	1	 640.51	96	45
1	72	1	N	1	L	L	1	1410.90	24	9
1	73	3	V	2	R	R	1	 455.20	24	45
1	74	3	V	2	L	L	1	 440.83	24	45
1	75	1	V	2	L	L	1	 427.45	24	9
1	76	2	V	2	L	L	1	 337.84	24	27
1	77	2	V	1	R	R	1	 581.41	24	27
1	78	1	V	1	L	L	1	 888.85	96	9
1	79	3	N	2	L	L	1	 475.06	96	45
1	80	2	I	1	R	R	1	 615.60	96	27
1	81	3	N	2	L	L	1	 474.97	24	45
1	82	3	V	1	L	L	1	 781.11	24	45
1	83	3	C	1	R	R	1	 529.33	96	45
1	84	2	I	1	R	R	1	 700.02	96	27
1	85	3	C	1	L	L	1	 708.27	96	45
1	86	2	N	2	R	R	1	 488.48	96	27
1	87	3	N	1	R	R	1	 785.07	96	45
1	88	1	C	1	R	R	1	 718.20	24	9
1	89	2	V	1	R	R	1	 480.16	24	27
1	90	3	V	2	L	L	1	 496.16	24	45
