ANT	 Experiment ID
91	 Subject
08-May-2019 16:39:37	 Run Time
2	nCongruency conditions (congruent = 1, incongruent = 2)
7	nCue conditions (1=no cue, 2 = fixation cue, 3-6=valid, 7 = invalid
2	 nRepsPerBlock
3	 nBlocks
60.017451	 FrameRate
6	 CueDur in frames
18	36	54	cue-target SOAs
thisBlock	trial	SOAidx	thisCue	thisCon	arrowDir	Resp	Acc	RT	fixation	lagFrames
1	1	3	V	1	R	R	1	 628.86	96	45
1	2	2	N	2	R	R	1	 563.47	96	27
1	3	1	C	2	R	R	1	 384.52	96	9
1	4	2	V	2	R	R	1	 576.35	96	27
1	5	1	V	1	L	L	1	 501.99	96	9
1	6	1	V	2	L	L	1	 477.18	24	9
1	7	2	V	1	L	R	0	 322.39	24	27
1	8	3	V	2	R	R	1	 394.27	96	45
1	9	1	V	1	L	L	1	 477.69	96	9
1	10	3	C	2	L	L	1	 414.90	96	45
1	11	2	C	1	R	R	1	 565.40	96	27
1	12	1	I	1	L	L	1	 659.05	24	9
1	13	3	C	1	L	L	1	 581.19	96	45
1	14	1	N	1	L	L	1	 465.79	24	9
1	15	1	N	2	R	R	1	 522.74	24	9
1	16	3	V	2	R	R	1	 441.48	96	45
1	17	2	C	2	R	R	1	 480.13	24	27
1	18	3	V	1	R	L	0	 369.91	24	45
1	19	1	V	1	R	R	1	 518.93	96	9
1	20	3	V	2	R	R	1	 478.33	24	45
1	21	3	I	2	L	L	1	 486.97	24	45
1	22	3	V	2	R	R	1	 471.71	96	45
1	23	1	V	2	L	L	1	 448.11	96	9
1	24	3	V	2	L	L	1	 433.53	24	45
1	25	3	V	2	L	L	1	 396.75	96	45
1	26	3	V	2	L	L	1	 367.99	24	45
1	27	3	N	2	L	L	1	 446.05	24	45
1	28	2	V	1	R	R	1	 484.85	24	27
1	29	2	I	1	L	L	1	 601.47	96	27
1	30	3	N	1	L	L	1	 469.07	24	45
1	31	2	C	1	L	L	1	 538.76	24	27
1	32	2	V	1	R	R	1	 493.74	24	27
1	33	1	V	2	L	L	1	 341.64	24	9
1	34	1	V	1	L	L	1	 491.97	96	9
1	35	2	N	1	L	L	1	 528.20	96	27
1	36	2	N	1	L	L	1	 443.70	24	27
1	37	2	I	2	L	L	1	 410.46	24	27
1	38	1	I	2	L	L	1	 397.44	96	9
1	39	2	V	2	L	L	1	 294.16	96	27
1	40	3	C	1	R	R	1	 550.27	96	45
1	41	2	N	1	L	L	1	 455.95	96	27
1	42	3	V	2	L	L	1	 497.73	96	45
1	43	3	N	2	L	L	1	 497.29	96	45
1	44	2	V	1	L	L	1	 524.89	24	27
1	45	2	V	2	L	L	1	 352.77	24	27
1	46	2	C	2	L	L	1	 490.59	96	27
1	47	1	V	1	R	R	1	 515.18	24	9
1	48	2	I	1	L	L	1	 686.44	96	27
1	49	3	V	1	R	R	1	 526.21	96	45
1	50	1	C	1	L	L	1	 677.23	24	9
1	51	1	I	2	L	L	1	 686.73	24	9
1	52	3	V	2	L	L	1	 463.37	24	45
1	53	1	V	2	R	R	1	 385.37	96	9
1	54	2	V	2	L	L	1	 385.40	96	27
1	55	2	V	2	R	R	1	 402.03	24	27
1	56	1	V	1	R	R	1	 509.03	24	9
1	57	3	C	2	L	L	1	 357.74	24	45
1	58	3	V	2	L	L	1	 332.01	24	45
1	59	3	C	1	R	R	1	 466.28	24	45
1	60	3	V	1	L	L	1	 564.18	96	45
1	61	3	V	1	L	L	1	 504.24	96	45
1	62	2	V	2	L	L	1	 340.38	24	27
1	63	2	V	2	R	R	1	 702.64	96	27
1	64	3	C	1	L	L	1	 590.86	24	45
1	65	2	V	2	L	L	1	 343.93	24	27
1	66	3	V	1	R	L	0	 310.87	24	45
1	67	1	V	2	L	L	1	 405.24	24	9
1	68	1	V	1	R	R	1	 625.52	24	9
1	69	1	V	2	R	R	1	 404.66	24	9
1	70	3	V	1	L	L	1	 544.71	96	45
