ANT	 Experiment ID
18	 Subject
10-Mar-2019 14:31:34	 Run Time
2	nCongruency conditions (congruent = 1, incongruent = 2)
7	nCue conditions (1=no cue, 2 = fixation cue, 3-6=valid, 7 = invalid
2	 nRepsPerBlock
3	 nBlocks
60.020893	 FrameRate
6	 CueDur in frames
18	36	54	cue-target SOAs
thisBlock	trial	SOAidx	thisCue	thisCon	arrowDir	Resp	Acc	RT	fixation	lagFrames
1	1	2	N	1	L	L	1	1097.18	96	27
1	2	1	V	2	R	R	1	 696.24	96	9
1	3	3	V	2	L	L	1	 527.68	96	45
1	4	1	V	2	L	L	1	 588.89	96	9
1	5	1	V	2	L	L	1	 432.95	24	9
1	6	3	N	2	R	R	1	 587.71	96	45
1	7	3	V	2	L	L	1	 575.86	96	45
1	8	1	V	1	R	R	1	 701.15	24	9
1	9	2	V	2	L	L	1	 512.69	24	27
1	10	2	N	2	R	R	1	 547.43	24	27
1	11	2	V	1	R	R	1	 613.94	96	27
1	12	2	V	2	L	L	1	 469.12	24	27
1	13	3	V	1	L	L	1	 597.75	96	45
1	14	3	C	1	R	R	1	 680.89	96	45
1	15	3	N	2	L	L	1	 755.00	24	45
1	16	1	V	2	L	L	1	 544.42	96	9
1	17	2	V	2	L	L	1	 458.81	96	27
1	18	3	V	1	R	R	1	 541.16	96	45
1	19	3	V	1	L	L	1	 539.85	24	45
1	20	1	N	2	L	L	1	 538.60	96	9
1	21	3	I	2	R	R	1	 480.81	96	45
1	22	1	I	1	R	R	1	 657.20	96	9
1	23	3	V	2	R	R	1	 418.80	96	45
1	24	3	V	1	R	R	1	 607.01	24	45
1	25	1	V	2	L	L	1	 554.41	96	9
1	26	3	I	1	R	L	0	 640.27	24	45
1	27	2	N	1	L	L	1	 590.42	24	27
1	28	3	C	2	R	R	1	 387.28	24	45
1	29	2	N	1	L	L	1	 595.95	96	27
1	30	3	N	1	L	L	1	 713.09	96	45
1	31	2	I	1	L	L	1	 675.21	96	27
1	32	1	V	1	L	L	1	 572.94	96	9
1	33	3	V	2	L	L	1	 505.87	96	45
1	34	1	I	1	L	L	1	 665.70	96	9
1	35	3	V	1	R	R	1	 498.77	24	45
1	36	3	V	2	L	L	1	 434.57	96	45
1	37	2	V	1	L	L	1	 641.13	24	27
1	38	1	I	1	L	L	1	 683.84	96	9
1	39	1	V	2	R	R	1	 380.60	24	9
1	40	1	V	2	R	R	1	 416.41	96	9
1	41	2	V	2	R	R	1	 400.34	24	27
1	42	2	I	2	L	L	1	 472.10	96	27
1	43	2	C	1	R	R	1	 461.48	24	27
1	44	1	V	1	R	R	1	 438.99	24	9
1	45	2	I	1	R	R	1	 541.61	24	27
1	46	3	V	1	R	R	1	 732.47	96	45
1	47	2	V	1	R	R	1	 512.38	96	27
1	48	3	V	1	L	L	1	 551.56	24	45
1	49	1	C	2	R	R	1	 469.53	96	9
1	50	1	V	1	R	R	1	 487.02	24	9
1	51	1	V	1	L	L	1	 720.19	24	9
1	52	2	C	2	L	L	1	 602.15	24	27
1	53	3	V	1	R	R	1	 583.01	96	45
1	54	2	V	2	R	R	1	 511.48	24	27
1	55	1	V	2	L	L	1	 408.03	24	9
1	56	3	V	2	R	R	1	 387.90	24	45
1	57	2	I	2	L	L	1	 563.68	96	27
1	58	3	V	1	R	R	1	 489.30	96	45
1	59	1	V	2	L	L	1	 441.95	96	9
1	60	3	V	2	R	R	1	 420.07	24	45
1	61	3	V	2	L	L	1	 447.92	96	45
1	62	3	V	2	L	L	1	 522.02	24	45
1	63	1	V	1	R	R	1	 536.91	96	9
1	64	3	V	2	R	R	1	 367.93	96	45
1	65	3	V	1	L	L	1	 460.94	24	45
1	66	3	C	2	L	L	1	 486.54	96	45
1	67	2	V	1	R	R	1	 506.60	24	27
1	68	1	C	1	R	L	0	 418.39	24	9
1	69	1	V	2	L	L	1	 382.78	24	9
1	70	1	V	2	L	L	1	 313.93	96	9
1	71	3	C	1	L	L	1	 602.03	96	45
1	72	1	C	2	R	R	1	 420.73	24	9
1	73	1	V	1	R	L	0	   8.41	24	9
1	74	3	V	1	R	R	1	1133.78	96	45
1	75	2	V	2	R	R	1	 463.02	96	27
1	76	2	V	2	R	R	1	 413.31	24	27
1	77	2	V	1	R	R	1	 556.53	24	27
1	78	3	N	2	R	R	1	 658.31	96	45
1	79	1	V	1	L	L	1	 987.28	96	9
1	80	3	V	1	L	L	1	 856.95	96	45
1	81	1	V	1	R	R	1	 571.17	24	9
