ANT	 Experiment ID
70	 Subject
14-Apr-2019 15:09:20	 Run Time
2	nCongruency conditions (congruent = 1, incongruent = 2)
7	nCue conditions (1=no cue, 2 = fixation cue, 3-6=valid, 7 = invalid
2	 nRepsPerBlock
3	 nBlocks
60.016366	 FrameRate
6	 CueDur in frames
18	36	54	cue-target SOAs
thisBlock	trial	SOAidx	thisCue	thisCon	arrowDir	Resp	Acc	RT	fixation	lagFrames
1	1	1	C	2	R	R	1	 868.37	96	9
1	2	2	V	1	R	R	1	 569.77	24	27
1	3	3	V	1	L	L	1	 486.45	96	45
1	4	1	V	1	L	L	1	 374.26	24	9
1	5	1	C	1	R	R	1	 427.21	24	9
1	6	3	I	2	R	R	1	 486.18	96	45
1	7	3	V	1	R	R	1	 622.78	24	45
1	8	1	V	2	R	R	1	 521.99	24	9
1	9	2	N	1	R	R	1	 477.41	24	27
1	10	2	V	2	L	L	1	 379.05	24	27
1	11	1	N	1	L	L	1	 583.11	24	9
1	12	1	V	2	L	L	1	 444.54	96	9
1	13	2	I	2	R	R	1	 386.04	96	27
1	14	2	V	1	R	R	1	 506.08	96	27
1	15	2	C	1	R	R	1	 469.93	24	27
1	16	3	V	2	R	R	1	 462.81	24	45
1	17	1	V	2	L	L	1	 376.15	24	9
1	18	2	V	1	R	R	1	 472.73	96	27
1	19	1	V	1	R	R	1	 393.12	24	9
1	20	1	C	1	L	L	1	 509.82	24	9
1	21	1	V	1	R	R	1	 396.21	96	9
1	22	1	N	2	L	L	1	 353.11	96	9
1	23	1	I	2	L	L	1	 381.42	96	9
1	24	1	N	1	L	R	0	 489.17	96	9
1	25	1	V	2	R	R	1	 434.17	96	9
1	26	2	V	1	L	L	1	 552.34	24	27
1	27	3	V	1	L	L	1	 485.48	96	45
1	28	2	V	2	R	R	1	 337.96	24	27
1	29	2	V	1	L	L	1	 483.92	96	27
1	30	2	V	2	R	R	1	 448.98	96	27
1	31	2	N	1	L	L	1	 590.50	24	27
1	32	1	N	1	R	R	1	 531.20	24	9
1	33	3	I	2	R	R	1	 433.80	24	45
1	34	2	V	1	L	L	1	 479.69	96	27
1	35	3	V	2	R	R	1	 383.94	96	45
1	36	2	N	2	L	L	1	 376.29	96	27
1	37	3	V	2	R	R	1	 373.67	96	45
1	38	1	V	1	L	L	1	 434.74	24	9
1	39	2	V	2	L	L	1	 407.84	96	27
1	40	1	V	2	R	R	1	 387.64	24	9
1	41	1	C	2	R	R	1	 351.56	24	9
1	42	2	C	2	R	R	1	 369.92	24	27
1	43	3	C	2	R	R	1	 421.84	96	45
1	44	2	V	2	R	R	1	 286.31	24	27
1	45	1	V	2	L	R	0	 342.24	24	9
1	46	3	N	2	L	L	1	 403.86	96	45
1	47	1	I	2	L	L	1	 398.54	24	9
1	48	2	V	1	L	L	1	 574.01	96	27
1	49	2	V	1	L	L	1	 486.54	96	27
1	50	3	I	1	R	R	1	 605.55	24	45
