ANT	 Experiment ID
26	 Subject
11-Mar-2019 16:32:54	 Run Time
2	nCongruency conditions (congruent = 1, incongruent = 2)
7	nCue conditions (1=no cue, 2 = fixation cue, 3-6=valid, 7 = invalid
2	 nRepsPerBlock
3	 nBlocks
60.018535	 FrameRate
6	 CueDur in frames
18	36	54	cue-target SOAs
thisBlock	trial	SOAidx	thisCue	thisCon	arrowDir	Resp	Acc	RT	fixation	lagFrames
1	1	3	V	2	L	L	1	 982.79	96	45
1	2	3	V	1	L	L	1	 970.03	24	45
1	3	2	I	2	L	L	1	 755.73	24	27
1	4	2	V	2	R	R	1	 717.57	96	27
1	5	1	N	1	L	L	1	 747.88	96	9
1	6	3	V	1	R	R	1	1081.87	96	45
1	7	2	N	1	L	L	1	 990.15	24	27
1	8	1	V	1	R	R	1	 787.86	96	9
1	9	1	I	2	R	R	1	1176.42	24	9
1	10	3	V	2	R	R	1	 605.24	96	45
1	11	2	I	1	L	L	1	 989.30	24	27
1	12	3	V	1	R	R	1	 602.69	24	45
1	13	1	V	1	L	L	1	 741.98	96	9
1	14	2	N	1	R	R	1	 681.13	24	27
1	15	2	V	2	L	L	1	 574.09	96	27
1	16	1	C	1	R	R	1	1147.06	96	9
1	17	2	I	2	R	R	1	 676.65	96	27
1	18	1	V	1	L	L	1	 750.00	96	9
1	19	3	C	2	L	L	1	 643.74	96	45
1	20	3	C	2	L	L	1	 590.79	96	45
1	21	1	N	1	R	R	1	 730.74	96	9
1	22	1	N	2	L	L	1	 657.13	96	9
1	23	1	N	2	L	L	1	 587.08	24	9
1	24	2	V	2	R	R	1	 571.56	24	27
1	25	3	V	1	L	L	1	1328.33	96	45
1	26	1	V	1	R	R	1	 608.29	24	9
1	27	2	I	1	L	L	1	1120.37	96	27
1	28	3	V	1	R	R	1	 702.97	96	45
1	29	3	V	1	L	L	1	 535.15	24	45
1	30	2	C	2	L	L	1	 626.10	96	27
1	31	1	N	2	L	L	1	 635.95	96	9
1	32	1	V	1	R	R	1	 671.82	24	9
1	33	1	N	2	R	R	1	 620.71	24	9
1	34	1	N	1	L	L	1	 735.24	24	9
1	35	2	V	1	L	L	1	 530.66	24	27
1	36	2	V	2	R	R	1	 525.58	24	27
1	37	3	V	1	R	R	1	 644.68	96	45
1	38	2	V	1	L	L	1	 626.77	24	27
1	39	1	V	1	L	L	1	 783.02	24	9
1	40	1	V	2	L	L	1	 427.46	24	9
1	41	3	I	1	R	R	1	 789.50	96	45
1	42	2	I	2	R	R	1	 646.58	96	27
1	43	2	C	1	L	L	1	 780.56	24	27
1	44	3	N	2	L	L	1	 602.00	96	45
1	45	2	C	1	R	R	1	 713.13	96	27
1	46	1	V	2	L	L	1	 543.98	96	9
1	47	3	I	1	R	L	0	 710.63	96	45
1	48	1	V	1	L	L	1	 639.50	24	9
1	49	3	C	1	R	R	1	 626.63	96	45
1	50	3	V	1	R	R	1	 565.32	24	45
1	51	2	V	2	R	R	1	 463.01	96	27
1	52	2	V	2	L	L	1	 524.83	24	27
1	53	1	V	2	R	R	1	 580.20	96	9
1	54	1	C	1	R	R	1	 880.27	24	9
1	55	2	V	2	R	R	1	 509.76	24	27
1	56	3	N	1	R	R	1	 614.10	96	45
1	57	1	V	2	R	R	1	 385.38	24	9
1	58	3	I	2	L	L	1	 677.14	96	45
1	59	2	V	1	L	L	1	 522.99	24	27
1	60	2	V	2	R	R	1	 534.21	96	27
1	61	3	V	2	L	L	1	 492.81	24	45
1	62	3	V	2	L	L	1	 437.05	24	45
1	63	2	C	2	R	R	1	 515.62	96	27
1	64	3	C	1	L	L	1	 523.48	96	45
1	65	3	V	2	R	R	1	 482.66	96	45
1	66	2	V	2	L	L	1	 407.85	96	27
1	67	2	V	1	R	R	1	 559.62	24	27
1	68	2	V	2	R	R	1	 417.07	96	27
1	69	3	I	1	L	L	1	1004.03	96	45
1	70	1	I	1	L	L	1	 912.79	24	9
1	71	3	V	2	R	R	1	 544.32	24	45
1	72	2	V	2	L	L	1	 482.98	24	27
1	73	2	V	1	L	L	1	 551.83	24	27
1	74	2	C	2	L	L	1	 513.59	24	27
1	75	1	V	2	L	L	1	 416.34	24	9
1	76	1	C	2	L	L	1	 452.47	24	9
1	77	2	I	1	L	R	0	 817.32	96	27
1	78	2	C	2	R	L	0	 793.36	24	27
1	79	1	V	2	R	R	1	 549.84	24	9
1	80	3	I	2	L	R	0	1091.28	96	45
1	81	1	V	1	R	R	1	 772.64	24	9
1	82	3	C	1	R	R	1	 617.11	96	45
1	83	1	I	1	R	R	1	 788.52	24	9
1	84	1	V	1	R	R	1	 457.68	24	9
1	85	1	C	1	R	R	1	 634.60	96	9
1	86	1	V	1	R	R	1	 573.72	96	9
1	87	1	I	1	R	R	1	 522.48	24	9
1	88	1	C	1	L	L	1	 673.62	24	9
1	89	3	V	1	L	L	1	 531.01	24	45
1	90	1	C	2	L	L	1	 649.64	96	9
1	91	1	V	2	R	R	1	 659.68	24	9
1	92	1	I	2	L	L	1	 877.75	24	9
1	93	3	I	1	R	R	1	 678.39	24	45
1	94	1	V	2	R	R	1	 536.85	96	9
1	95	3	V	1	R	R	1	 567.69	24	45
