ANT	 Experiment ID
51	 Subject
10-Apr-2019 09:07:23	 Run Time
2	nCongruency conditions (congruent = 1, incongruent = 2)
7	nCue conditions (1=no cue, 2 = fixation cue, 3-6=valid, 7 = invalid
2	 nRepsPerBlock
3	 nBlocks
60.019129	 FrameRate
6	 CueDur in frames
18	36	54	cue-target SOAs
thisBlock	trial	SOAidx	thisCue	thisCon	arrowDir	Resp	Acc	RT	fixation	lagFrames
1	1	3	V	1	L	L	1	 664.17	24	45
1	2	2	N	2	R	R	1	 517.12	96	27
1	3	1	I	2	R	R	1	 548.28	24	9
1	4	3	C	2	R	R	1	 560.94	96	45
1	5	3	I	2	R	R	1	 439.42	24	45
1	6	3	V	1	R	R	1	 481.74	96	45
1	7	1	V	1	L	L	1	 642.70	24	9
1	8	1	I	2	R	R	1	 421.47	96	9
1	9	2	I	1	R	R	1	 757.07	24	27
1	10	2	V	2	R	R	1	 374.43	96	27
1	11	3	C	1	R	L	0	 363.97	24	45
1	12	2	I	2	R	R	1	 478.55	96	27
1	13	1	V	1	R	R	1	 487.93	96	9
1	14	2	V	1	L	L	1	 588.96	96	27
1	15	3	V	1	R	R	1	 506.04	96	45
1	16	2	C	1	R	R	1	 590.16	96	27
1	17	1	V	1	L	L	1	 594.88	24	9
1	18	1	V	2	R	R	1	 374.67	96	9
1	19	1	V	2	L	L	1	 403.47	96	9
1	20	2	V	2	L	L	1	 500.32	24	27
1	21	2	I	1	R	R	1	 719.82	96	27
1	22	1	I	2	R	R	1	 446.51	24	9
1	23	1	N	1	R	R	1	 552.78	24	9
1	24	2	N	1	R	R	1	 483.47	96	27
1	25	2	V	1	L	L	1	 815.17	24	27
1	26	3	N	2	R	R	1	 427.35	96	45
1	27	1	V	1	L	L	1	 567.55	96	9
1	28	1	C	2	R	R	1	 420.56	96	9
1	29	3	I	2	L	L	1	 431.34	24	45
1	30	3	I	2	L	L	1	 442.64	96	45
1	31	1	V	1	L	R	0	 382.39	96	9
1	32	1	V	1	R	R	1	 714.39	24	9
1	33	1	V	2	R	R	1	 418.54	96	9
1	34	1	V	1	R	R	1	 597.32	24	9
1	35	1	V	2	L	L	1	 497.75	24	9
1	36	2	V	2	L	L	1	 397.55	96	27
1	37	2	C	2	L	L	1	 469.84	24	27
1	38	2	V	1	L	L	1	 586.41	24	27
1	39	3	C	2	R	R	1	 465.01	96	45
1	40	1	I	1	L	L	1	 817.90	24	9
1	41	1	V	1	R	R	1	 604.66	96	9
1	42	1	I	1	R	R	1	 785.27	96	9
1	43	2	V	2	L	L	1	 603.56	96	27
1	44	2	N	2	L	L	1	 522.64	96	27
1	45	1	V	2	R	R	1	 442.80	24	9
1	46	2	V	1	L	L	1	 761.70	24	27
1	47	1	V	2	R	R	1	 438.87	24	9
1	48	3	V	2	L	L	1	 377.88	96	45
1	49	3	V	1	R	R	1	 519.36	96	45
1	50	3	V	2	R	R	1	 599.89	24	45
1	51	2	V	2	R	R	1	 431.58	96	27
1	52	3	C	1	R	R	1	 570.90	96	45
1	53	1	V	2	L	L	1	 352.99	96	9
1	54	1	C	1	R	R	1	 590.28	24	9
1	55	1	C	1	R	R	1	 626.82	96	9
1	56	1	N	1	R	R	1	 558.90	24	9
1	57	2	V	2	L	L	1	 409.15	96	27
1	58	2	V	2	R	R	1	 424.84	24	27
1	59	2	I	1	R	R	1	 688.46	24	27
1	60	1	C	2	L	L	1	 544.59	24	9
1	61	3	V	1	L	L	1	 655.81	24	45
1	62	3	V	2	L	L	1	 545.34	24	45
1	63	2	C	2	L	L	1	 709.69	96	27
1	64	2	C	1	L	L	1	 728.50	24	27
1	65	3	I	1	R	R	1	 679.85	24	45
1	66	1	V	1	R	R	1	 625.34	96	9
1	67	3	N	1	L	L	1	 621.29	24	45
1	68	2	V	1	R	R	1	 547.97	24	27
1	69	1	V	2	L	L	1	 466.89	96	9
1	70	1	V	2	L	L	1	 619.58	24	9
1	71	3	V	2	L	L	1	 455.43	96	45
1	72	1	V	1	R	R	1	 561.15	24	9
1	73	3	V	2	L	L	1	 416.23	24	45
1	74	3	V	1	L	L	1	 683.78	96	45
1	75	3	C	2	L	L	1	 453.16	96	45
1	76	3	V	2	L	L	1	 397.84	24	45
1	77	2	V	2	R	R	1	 469.76	24	27
1	78	2	C	1	L	L	1	 467.92	96	27
1	79	3	V	1	R	R	1	 589.49	24	45
1	80	2	V	1	R	R	1	 614.02	24	27
1	81	3	I	2	R	R	1	 513.29	24	45
1	82	1	V	1	L	L	1	 617.21	96	9
1	83	2	V	1	R	R	1	 472.63	24	27
1	84	3	V	2	L	L	1	 442.50	96	45
1	85	2	V	2	L	L	1	 384.76	96	27
1	86	3	V	2	R	R	1	 399.21	96	45
1	87	2	N	2	L	L	1	 598.71	96	27
1	88	1	V	1	L	R	0	 370.83	96	9
1	89	1	C	1	L	L	1	 608.06	24	9
1	90	2	V	1	L	L	1	 560.98	24	27
1	91	2	I	1	R	R	1	 778.81	96	27
1	92	2	V	2	R	R	1	 524.77	24	27
1	93	2	V	1	R	L	0	 816.07	24	27
1	94	3	V	1	L	L	1	 540.24	96	45
1	95	1	V	2	R	R	1	 450.66	24	9
1	96	2	V	1	R	R	1	 632.35	96	27
1	97	1	C	2	L	L	1	 498.76	96	9
1	98	1	V	2	R	R	1	 355.45	96	9
1	99	2	V	2	L	L	1	 357.87	24	27
1	100	2	V	2	R	R	1	 479.11	24	27
1	101	2	V	2	L	L	1	 355.78	24	27
1	102	3	I	1	R	R	1	 755.73	96	45
1	103	2	V	1	L	L	1	 532.61	24	27
1	104	1	N	2	R	R	1	 419.72	96	9
1	105	3	V	1	L	L	1	 703.80	96	45
1	106	1	V	1	L	L	1	 591.30	24	9
1	107	2	V	2	L	L	1	 433.15	96	27
1	108	2	V	1	L	L	1	 591.09	96	27
1	109	3	V	2	L	L	1	 421.26	96	45
1	110	1	I	1	R	R	1	 607.78	24	9
1	111	2	N	1	R	R	1	 504.00	24	27
1	112	1	V	2	R	R	1	 408.35	96	9
1	113	2	N	1	R	R	1	 520.48	96	27
1	114	2	C	1	L	L	1	 523.84	24	27
1	115	2	V	1	L	L	1	 623.97	96	27
1	116	2	C	2	L	L	1	 751.08	24	27
1	117	3	V	1	L	L	1	 645.80	24	45
1	118	3	V	2	L	L	1	 471.89	24	45
1	119	3	N	1	L	L	1	 590.52	24	45
1	120	3	C	1	R	R	1	 547.85	24	45
1	121	1	V	2	R	R	1	 482.77	96	9
1	122	3	V	2	L	L	1	 394.10	24	45
1	123	3	V	1	L	L	1	 663.20	24	45
1	124	1	V	2	L	L	1	 593.18	24	9
1	125	3	V	1	L	L	1	 597.06	96	45
1	126	2	V	1	R	R	1	 582.20	24	27
1	127	1	V	2	L	L	1	 467.54	96	9
1	128	3	V	2	R	R	1	 468.41	24	45
1	129	2	N	2	R	R	1	 681.21	24	27
1	130	1	N	2	R	R	1	 482.61	24	9
1	131	2	V	1	R	R	1	 558.99	24	27
1	132	1	C	1	L	L	1	 597.83	96	9
1	133	3	V	1	L	L	1	 585.42	96	45
1	134	3	N	2	R	R	1	 510.91	96	45
1	135	2	I	2	L	L	1	 499.19	96	27
1	136	1	V	1	R	R	1	 834.66	96	9
1	137	3	N	2	L	L	1	 503.04	96	45
1	138	1	V	2	R	R	1	 375.04	24	9
1	139	1	N	1	L	L	1	 939.20	24	9
1	140	1	N	2	R	R	1	 507.20	96	9
1	141	2	V	2	L	L	1	 479.08	24	27
1	142	3	N	2	L	L	1	 512.04	96	45
1	143	3	V	2	R	R	1	 496.19	96	45
1	144	1	N	1	R	R	1	 616.78	96	9
1	145	3	C	2	R	R	1	 475.40	96	45
1	146	2	I	2	R	R	1	 482.08	96	27
1	147	2	C	2	R	R	1	 518.17	96	27
1	148	3	N	1	L	L	1	 773.86	24	45
