ANT	 Experiment ID
94	 Subject
08-May-2019 14:27:01	 Run Time
2	nCongruency conditions (congruent = 1, incongruent = 2)
7	nCue conditions (1=no cue, 2 = fixation cue, 3-6=valid, 7 = invalid
2	 nRepsPerBlock
3	 nBlocks
60.017451	 FrameRate
6	 CueDur in frames
18	36	54	cue-target SOAs
thisBlock	trial	SOAidx	thisCue	thisCon	arrowDir	Resp	Acc	RT	fixation	lagFrames
1	1	1	C	1	R	R	1	 559.91	24	9
1	2	1	V	1	R	R	1	 709.33	24	9
1	3	3	V	1	L	L	1	 677.94	24	45
1	4	2	C	1	R	R	1	 459.10	96	27
1	5	1	V	1	L	L	1	 716.74	24	9
1	6	3	V	2	L	L	1	 484.34	96	45
1	7	1	I	2	R	R	1	 548.18	96	9
1	8	3	I	1	L	L	1	 651.19	24	45
1	9	2	I	2	R	R	1	 487.88	96	27
1	10	3	V	2	R	R	1	 520.90	96	45
1	11	1	N	1	R	R	1	 576.48	24	9
1	12	2	V	1	L	L	1	 489.66	24	27
1	13	3	V	2	R	R	1	 569.14	96	45
1	14	1	N	2	L	L	1	 430.22	96	9
1	15	1	V	2	L	L	1	 393.46	96	9
1	16	1	C	2	R	R	1	 325.17	96	9
1	17	2	V	2	L	L	1	 352.26	96	27
1	18	2	V	1	R	R	1	 402.36	24	27
1	19	3	I	2	R	R	1	 534.64	96	45
1	20	2	I	2	R	R	1	 432.55	24	27
1	21	2	V	1	R	R	1	 615.72	24	27
1	22	3	V	1	L	L	1	 483.18	24	45
1	23	3	V	2	L	L	1	 451.57	24	45
1	24	3	V	1	R	R	1	 397.55	24	45
1	25	1	V	2	L	L	1	 505.26	24	9
1	26	2	I	1	R	R	1	 397.13	24	27
1	27	1	N	1	L	L	1	 625.53	24	9
1	28	3	V	2	L	L	1	 548.10	24	45
1	29	2	V	1	R	R	1	 479.12	96	27
1	30	2	V	2	R	R	1	 315.74	24	27
1	31	2	N	2	R	R	1	 359.42	24	27
1	32	2	V	2	L	L	1	 376.35	96	27
1	33	1	V	2	R	R	1	 438.12	96	9
1	34	3	V	1	R	R	1	 432.28	24	45
1	35	2	I	1	L	R	0	 407.27	96	27
1	36	2	I	2	L	R	0	 583.20	24	27
1	37	3	N	2	R	R	1	 499.46	96	45
1	38	3	I	2	R	R	1	 451.23	96	45
1	39	2	N	1	L	L	1	 432.31	96	27
1	40	3	V	1	L	L	1	 676.06	24	45
1	41	3	N	1	R	R	1	 557.39	24	45
1	42	1	C	2	L	L	1	 442.31	96	9
1	43	1	V	2	L	L	1	 485.54	24	9
1	44	1	I	2	R	R	1	 509.23	24	9
1	45	1	I	1	L	L	1	 581.54	96	9
1	46	2	V	1	R	R	1	 422.43	24	27
1	47	3	V	1	R	R	1	 545.34	96	45
1	48	1	I	1	R	R	1	 510.78	96	9
1	49	3	C	2	R	R	1	 446.09	96	45
1	50	1	V	2	R	R	1	 359.84	96	9
1	51	2	V	2	R	R	1	 369.83	24	27
