ANT	 Experiment ID
85	 Subject
09-May-2019 09:16:51	 Run Time
2	nCongruency conditions (congruent = 1, incongruent = 2)
7	nCue conditions (1=no cue, 2 = fixation cue, 3-6=valid, 7 = invalid
2	 nRepsPerBlock
3	 nBlocks
60.018608	 FrameRate
6	 CueDur in frames
18	36	54	cue-target SOAs
thisBlock	trial	SOAidx	thisCue	thisCon	arrowDir	Resp	Acc	RT	fixation	lagFrames
1	1	1	N	1	L	L	1	 832.70	96	9
1	2	1	V	1	R	R	1	 754.44	24	9
1	3	1	V	2	R	Q	0	   5.70	24	9
1	4	2	I	2	R	Q	0	   4.82	24	27
1	5	2	N	2	L	Q	0	   4.75	24	27
1	6	3	N	1	R	R	1	 699.50	96	45
1	7	1	V	2	R	L	0	 554.48	24	9
1	8	3	V	2	L	R	0	 688.98	24	45
1	9	3	I	1	L	L	1	 745.95	96	45
1	10	3	N	2	R	L	0	 560.88	24	45
1	11	1	V	2	R	L	0	 485.64	96	9
1	12	1	V	2	L	R	0	 334.48	96	9
1	13	1	V	1	L	L	1	 613.41	24	9
1	14	1	V	2	R	L	0	 616.19	96	9
1	15	2	V	2	L	R	0	 430.12	96	27
1	16	3	C	2	L	R	0	 481.69	96	45
1	17	3	I	2	L	R	0	 499.10	24	45
1	18	2	V	2	L	R	0	 374.00	24	27
1	19	2	V	2	L	R	0	 416.51	24	27
1	20	3	I	2	L	R	0	 571.27	24	45
1	21	1	V	1	R	R	1	 456.70	96	9
1	22	1	V	1	R	R	1	 610.44	96	9
1	23	1	I	1	L	L	1	 573.55	24	9
1	24	1	V	1	R	R	1	 523.31	24	9
1	25	3	N	1	L	L	1	 586.11	96	45
1	26	3	N	1	L	R	0	 423.59	24	45
1	27	3	V	1	L	L	1	 490.11	24	45
1	28	2	V	2	L	R	0	 375.08	24	27
1	29	1	V	2	R	L	0	 388.30	96	9
1	30	3	V	1	L	L	1	 512.89	96	45
1	31	3	N	2	R	L	0	 512.00	96	45
1	32	3	V	1	L	L	1	 575.87	96	45
1	33	2	V	2	R	L	0	 649.84	96	27
1	34	1	C	2	R	L	0	 787.06	24	9
1	35	1	V	2	R	L	0	 377.49	96	9
1	36	2	N	2	L	R	0	 537.72	24	27
1	37	1	I	1	L	L	1	 705.00	96	9
1	38	3	V	2	L	R	0	 447.60	96	45
1	39	2	V	1	R	R	1	 854.23	24	27
1	40	3	C	1	L	L	1	 640.96	24	45
1	41	1	C	2	R	L	0	 467.45	96	9
1	42	1	N	2	R	L	0	 547.76	96	9
1	43	1	V	1	L	L	1	 425.83	96	9
1	44	3	V	2	L	R	0	 613.15	24	45
1	45	2	C	2	L	R	0	 508.23	96	27
1	46	3	C	2	R	L	0	 596.85	24	45
1	47	3	N	2	L	R	0	 472.25	96	45
1	48	2	V	2	R	L	0	 405.28	24	27
1	49	1	V	1	R	R	1	 354.04	24	9
1	50	3	V	2	L	R	0	 463.67	96	45
1	51	3	V	1	L	L	1	 409.24	24	45
1	52	2	V	1	R	R	1	 393.15	24	27
1	53	2	V	1	L	L	1	 409.93	24	27
1	54	1	C	1	R	R	1	 382.03	96	9
1	55	1	V	2	L	R	0	 514.10	24	9
1	56	3	V	1	R	R	1	 793.52	24	45
1	57	2	I	1	R	R	1	 593.79	96	27
1	58	3	V	1	L	L	1	 798.58	96	45
1	59	1	V	2	R	L	0	 467.19	24	9
1	60	3	I	2	L	R	0	 419.93	96	45
1	61	2	I	2	R	L	0	 507.31	24	27
1	62	3	V	1	L	L	1	 675.40	24	45
1	63	2	V	2	L	R	0	 464.42	24	27
1	64	2	V	2	R	L	0	 469.00	24	27
1	65	3	V	2	L	R	0	 470.04	96	45
1	66	2	V	1	L	L	1	 411.61	96	27
1	67	3	V	2	R	L	0	 550.97	96	45
1	68	2	V	1	L	L	1	 745.46	24	27
1	69	1	V	2	R	L	0	 456.17	24	9
1	70	3	V	2	L	R	0	 521.71	24	45
1	71	1	I	2	R	L	0	 521.04	96	9
1	72	2	N	1	L	L	1	 683.77	24	27
1	73	3	V	1	L	L	1	 508.44	24	45
1	74	3	N	1	R	L	0	 596.23	96	45
1	75	3	C	1	L	L	1	 529.07	24	45
1	76	3	V	2	L	R	0	 495.75	24	45
1	77	2	V	2	L	R	0	 413.21	24	27
1	78	2	V	1	R	R	1	 427.71	96	27
1	79	3	V	1	R	R	1	 551.06	24	45
1	80	3	V	2	R	Q	0	 549.61	24	45
1	81	2	V	2	L	R	0	 455.51	24	27
1	82	1	I	2	L	R	0	 456.33	96	9
1	83	2	V	1	L	L	1	 494.97	96	27
1	84	2	V	1	R	R	1	 459.32	24	27
1	85	1	V	1	L	L	1	 413.71	24	9
1	86	2	V	2	R	L	0	 556.60	96	27
1	87	3	V	1	R	L	0	 594.10	24	45
1	88	1	C	2	R	L	0	 550.82	24	9
1	89	3	V	2	L	R	0	 557.17	24	45
1	90	2	V	1	R	R	1	 846.45	24	27
1	91	1	V	2	R	L	0	 673.16	96	9
1	92	2	V	1	L	R	0	 662.97	96	27
1	93	1	V	1	R	R	1	 687.43	96	9
1	94	3	V	2	L	R	0	 424.45	24	45
1	95	2	C	1	L	L	1	 950.81	96	27
1	96	3	C	2	R	L	0	 477.62	24	45
1	97	1	I	1	R	R	1	 670.90	24	9
1	98	2	V	2	R	L	0	 435.98	96	27
1	99	3	I	2	R	L	0	 535.16	24	45
1	100	3	V	2	L	R	0	 613.79	96	45
1	101	1	V	2	R	L	0	 480.86	24	9
1	102	1	N	1	R	R	1	1056.31	96	9
1	103	1	V	2	L	R	0	 842.21	24	9
1	104	2	V	1	L	L	1	 608.94	24	27
1	105	2	C	2	R	L	0	 529.62	96	27
1	106	1	C	2	R	L	0	 480.13	96	9
1	107	2	V	1	R	R	1	 580.34	24	27
1	108	1	V	2	L	R	0	 497.61	96	9
1	109	3	C	1	R	L	0	 545.55	96	45
1	110	2	N	2	L	R	0	 483.34	96	27
1	111	2	I	1	L	L	1	 679.16	96	27
1	112	1	C	1	R	R	1	 561.80	96	9
1	113	2	V	1	R	R	1	 954.17	24	27
1	114	3	V	1	R	R	1	 593.57	24	45
1	115	3	C	2	L	R	0	 581.64	24	45
1	116	1	I	1	L	R	0	 705.78	24	9
1	117	1	V	1	R	R	1	 578.97	96	9
1	118	2	N	1	R	R	1	 555.15	96	27
1	119	3	I	1	R	R	1	 409.09	96	45
1	120	3	V	1	L	L	1	 589.58	24	45
1	121	2	C	2	R	L	0	 750.42	24	27
1	122	3	V	1	R	R	1	 603.78	96	45
1	123	3	V	2	L	R	0	 575.46	24	45
1	124	1	C	1	L	L	1	 589.29	96	9
1	125	2	C	1	L	L	1	 645.63	24	27
1	126	2	V	2	L	R	0	 490.95	96	27
1	127	2	I	2	R	L	0	 823.11	96	27
1	128	2	V	2	R	L	0	 478.83	24	27
1	129	3	V	1	L	L	1	1103.75	96	45
1	130	3	I	1	L	L	1	 606.80	96	45
1	131	2	I	2	L	R	0	 543.14	24	27
1	132	3	V	1	L	L	1	 645.50	96	45
1	133	1	V	1	R	R	1	 440.31	96	9
1	134	1	V	1	R	R	1	 555.18	96	9
1	135	2	I	1	R	R	1	 525.64	24	27
1	136	1	V	1	R	R	1	 405.34	96	9
1	137	3	V	2	L	R	0	 384.46	24	45
1	138	1	V	1	L	L	1	 599.24	24	9
1	139	1	N	2	L	R	0	 474.78	24	9
1	140	2	N	2	L	R	0	 487.67	24	27
1	141	3	V	2	L	R	0	 449.39	96	45
1	142	2	C	1	R	R	1	 598.48	24	27
1	143	3	N	2	L	R	0	 488.64	24	45
1	144	2	V	2	L	R	0	 733.58	96	27
1	145	2	V	1	R	R	1	 718.52	96	27
1	146	2	V	2	R	L	0	1146.69	24	27
1	147	2	V	1	L	R	0	 491.73	96	27
1	148	1	N	2	R	L	0	 644.19	24	9
1	149	2	C	2	L	R	0	 466.14	24	27
1	150	1	V	1	R	R	1	 713.73	24	9
1	151	3	V	1	R	R	1	 550.84	24	45
1	152	2	C	1	L	L	1	 470.82	96	27
1	153	1	N	1	R	R	1	 847.96	24	9
1	154	1	V	2	L	R	0	 663.25	24	9
1	155	1	I	2	L	R	0	 456.31	96	9
1	156	1	C	1	R	R	1	1177.17	96	9
1	157	2	I	1	R	R	1	 570.27	96	27
1	158	3	I	1	R	R	1	 598.92	96	45
1	159	1	N	1	R	R	1	 745.34	24	9
1	160	3	V	2	L	R	0	 734.23	24	45
1	161	2	N	1	L	L	1	 712.17	96	27
1	162	1	V	2	R	L	0	 519.19	96	9
1	163	1	I	2	R	L	0	 462.49	96	9
1	164	1	V	1	R	R	1	 502.62	24	9
1	165	1	N	2	R	L	0	 421.97	24	9
1	166	3	C	1	R	R	1	 400.70	24	45
1	167	2	V	1	R	L	0	 329.32	96	27
1	168	2	N	1	R	R	1	 466.73	96	27
2	1	2	V	2	R	L	0	 466.52	96	27
2	2	1	V	2	R	L	0	 406.92	96	9
2	3	3	I	2	L	R	0	 410.11	24	45
2	4	2	C	1	R	R	1	 608.57	24	27
2	5	2	V	1	L	L	1	 535.35	96	27
2	6	2	I	2	L	R	0	 386.00	24	27
2	7	3	V	1	L	L	1	 462.28	96	45
2	8	1	I	2	R	L	0	 493.80	24	9
2	9	2	I	2	L	R	0	 442.68	96	27
2	10	2	V	2	L	R	0	 399.37	24	27
2	11	2	C	2	L	R	0	 349.56	96	27
2	12	2	V	2	L	R	0	 486.22	96	27
2	13	2	N	2	R	L	0	 611.75	96	27
2	14	1	V	2	R	L	0	 470.35	96	9
2	15	3	V	1	R	R	1	 454.51	96	45
2	16	1	V	2	R	L	0	 623.59	24	9
2	17	2	V	1	R	R	1	 934.03	24	27
2	18	3	I	1	L	L	1	 484.21	24	45
2	19	3	C	1	L	R	0	 821.43	24	45
2	20	2	N	2	R	L	0	 691.51	24	27
2	21	1	I	2	L	R	0	 491.44	96	9
2	22	3	C	2	L	R	0	 549.02	96	45
2	23	3	I	2	L	R	0	 585.02	24	45
2	24	3	C	2	R	L	0	 516.23	96	45
