ANT	 Experiment ID
56	 Subject
14-Apr-2019 10:26:20	 Run Time
2	nCongruency conditions (congruent = 1, incongruent = 2)
7	nCue conditions (1=no cue, 2 = fixation cue, 3-6=valid, 7 = invalid
2	 nRepsPerBlock
3	 nBlocks
60.019295	 FrameRate
6	 CueDur in frames
18	36	54	cue-target SOAs
thisBlock	trial	SOAidx	thisCue	thisCon	arrowDir	Resp	Acc	RT	fixation	lagFrames
1	1	2	V	1	L	L	1	 482.10	24	27
1	2	1	C	2	R	R	1	 387.08	96	9
1	3	2	N	1	L	L	1	 497.70	96	27
1	4	3	V	1	R	R	1	 561.88	24	45
1	5	3	V	1	R	R	1	 551.85	96	45
1	6	1	V	1	R	R	1	 900.70	96	9
1	7	1	V	1	R	R	1	 803.69	24	9
1	8	3	V	2	R	R	1	 497.04	96	45
1	9	2	N	2	R	R	1	 684.78	24	27
1	10	3	N	1	L	L	1	 597.20	24	45
1	11	3	V	1	L	L	1	 505.31	24	45
1	12	1	V	2	R	R	1	 497.30	24	9
1	13	2	I	1	R	R	1	 900.66	24	27
1	14	3	C	2	L	L	1	 588.38	96	45
1	15	3	V	2	L	L	1	 433.14	96	45
1	16	1	I	2	R	R	1	 603.96	24	9
1	17	3	V	1	L	L	1	 520.10	24	45
1	18	1	V	1	L	L	1	 574.97	96	9
1	19	3	I	2	L	L	1	 636.48	24	45
1	20	3	V	2	L	L	1	 439.54	96	45
1	21	3	I	1	L	L	1	 665.59	96	45
1	22	1	N	1	R	R	1	 698.63	96	9
1	23	1	V	1	L	L	1	 682.93	96	9
1	24	2	N	1	L	L	1	 519.56	24	27
1	25	2	V	2	L	L	1	 475.17	24	27
1	26	3	V	2	R	R	1	 395.65	24	45
1	27	1	V	1	L	L	1	 519.33	96	9
1	28	2	V	2	R	R	1	 715.72	24	27
1	29	2	N	1	L	L	1	 782.42	96	27
1	30	3	V	1	R	R	1	 683.07	24	45
1	31	2	V	2	L	L	1	 422.06	96	27
1	32	2	V	2	L	L	1	 437.63	24	27
1	33	3	I	2	R	R	1	 576.20	96	45
1	34	1	V	2	R	R	1	 548.38	24	9
1	35	3	V	2	L	L	1	 345.35	24	45
1	36	1	I	2	L	R	0	 599.45	96	9
1	37	2	V	1	R	R	1	 719.70	24	27
1	38	2	V	1	R	R	1	 570.27	24	27
1	39	1	V	2	L	L	1	 399.74	24	9
1	40	2	C	1	R	R	1	 880.32	24	27
1	41	2	I	2	R	R	1	 508.51	96	27
1	42	2	V	1	R	L	0	 455.35	96	27
1	43	1	N	2	L	L	1	 856.54	96	9
1	44	3	V	2	R	R	1	 345.70	96	45
1	45	2	V	2	R	R	1	 507.23	24	27
1	46	1	I	1	L	L	1	 738.31	96	9
1	47	2	V	2	L	L	1	 452.47	96	27
1	48	1	V	1	L	L	1	 613.18	24	9
1	49	3	V	2	L	L	1	 439.95	24	45
1	50	2	V	2	L	L	1	 510.53	96	27
1	51	2	N	2	L	L	1	 417.83	24	27
1	52	2	V	1	R	R	1	 568.35	96	27
1	53	1	N	2	L	L	1	 724.06	96	9
1	54	1	I	2	L	L	1	 603.07	24	9
1	55	3	C	1	L	L	1	 974.60	96	45
1	56	2	N	1	R	R	1	 679.85	96	27
1	57	2	V	1	R	R	1	 435.53	96	27
1	58	2	V	1	L	L	1	 713.67	96	27
1	59	2	V	1	L	L	1	 580.72	96	27
1	60	3	V	2	R	R	1	 505.35	24	45
1	61	3	V	1	L	L	1	 599.77	24	45
1	62	2	N	2	L	L	1	 640.26	24	27
1	63	2	V	1	R	R	1	 574.87	24	27
1	64	3	V	1	R	R	1	 451.04	96	45
1	65	2	C	2	L	L	1	 616.90	24	27
1	66	2	I	1	L	L	1	 751.02	96	27
1	67	2	C	2	R	R	1	 512.46	96	27
1	68	1	V	1	L	L	1	 568.19	96	9
1	69	2	V	2	R	R	1	 377.59	96	27
1	70	2	V	2	R	R	1	 473.48	96	27
1	71	2	C	1	R	R	1	 830.43	24	27
1	72	2	C	2	L	L	1	 574.05	24	27
1	73	1	V	1	R	R	1	 657.62	24	9
1	74	1	V	1	L	L	1	 619.82	24	9
1	75	3	V	2	L	L	1	 453.58	24	45
1	76	3	V	2	R	R	1	 455.39	24	45
1	77	1	V	2	R	R	1	 384.11	96	9
1	78	1	C	2	L	L	1	 556.23	24	9
1	79	1	V	2	L	L	1	 481.34	24	9
1	80	3	V	1	L	L	1	 577.12	96	45
1	81	2	V	2	R	R	1	 409.85	24	27
1	82	2	V	1	L	L	1	 497.46	24	27
1	83	1	I	1	R	R	1	 784.29	24	9
1	84	2	V	2	R	R	1	 513.24	24	27
1	85	2	V	2	L	R	0	 635.40	96	27
1	86	1	V	1	R	R	1	 637.23	96	9
1	87	1	V	1	R	R	1	 696.31	24	9
1	88	1	V	2	L	L	1	 416.25	24	9
1	89	1	C	2	L	L	1	 506.19	96	9
1	90	3	C	1	L	L	1	 706.14	24	45
1	91	2	I	2	L	L	1	 533.90	24	27
1	92	3	V	1	L	L	1	 475.58	24	45
1	93	1	V	1	R	R	1	 708.84	24	9
1	94	3	V	1	R	R	1	 477.71	96	45
1	95	2	V	1	L	L	1	 527.85	24	27
1	96	3	I	1	L	L	1	 926.52	96	45
1	97	3	V	2	L	L	1	 414.12	96	45
1	98	3	N	2	L	L	1	 505.45	24	45
1	99	2	C	2	L	L	1	 629.45	24	27
1	100	1	C	1	L	L	1	 792.02	96	9
1	101	3	C	2	L	L	1	 733.45	24	45
1	102	3	I	1	R	R	1	 746.08	96	45
1	103	3	I	2	L	L	1	 503.25	96	45
1	104	3	I	2	R	R	1	 566.83	24	45
1	105	1	I	1	R	R	1	 836.28	24	9
1	106	3	C	1	R	L	0	 758.47	24	45
1	107	3	V	1	L	L	1	 565.08	96	45
1	108	2	I	1	R	R	1	 790.09	96	27
1	109	2	V	1	R	R	1	 470.13	96	27
1	110	3	V	2	L	L	1	 486.52	24	45
1	111	3	C	2	L	L	1	 591.97	96	45
1	112	1	V	2	L	L	1	 563.56	24	9
1	113	1	N	1	R	L	0	 728.39	96	9
1	114	1	I	1	R	R	1	 671.66	24	9
1	115	1	N	2	L	L	1	 760.23	96	9
1	116	1	V	1	L	L	1	 871.10	24	9
1	117	3	V	1	L	L	1	 631.50	96	45
1	118	3	N	1	R	R	1	 714.30	24	45
1	119	1	V	1	L	L	1	 609.71	96	9
1	120	2	V	1	L	L	1	 609.56	24	27
1	121	2	V	2	R	R	1	 489.62	24	27
1	122	3	N	1	L	L	1	 715.05	96	45
1	123	3	N	2	L	L	1	 601.00	24	45
1	124	2	C	1	L	L	1	 808.38	24	27
1	125	3	N	2	R	R	1	 708.03	24	45
1	126	1	N	2	R	R	1	 739.85	96	9
1	127	2	I	2	R	R	1	 517.67	96	27
1	128	3	V	2	R	R	1	 404.47	96	45
1	129	3	V	2	R	R	1	 414.66	24	45
1	130	1	C	1	R	R	1	 762.07	96	9
1	131	1	V	1	R	R	1	 639.31	24	9
1	132	3	V	2	L	L	1	 528.52	96	45
1	133	3	V	1	R	R	1	 608.21	96	45
1	134	1	V	2	R	R	1	 595.30	96	9
1	135	1	V	2	R	R	1	 551.57	96	9
1	136	3	N	1	L	L	1	 772.67	96	45
1	137	1	C	2	L	L	1	 649.18	24	9
