ANT	 Experiment ID
21	 Subject
11-Mar-2019 10:12:07	 Run Time
2	nCongruency conditions (congruent = 1, incongruent = 2)
7	nCue conditions (1=no cue, 2 = fixation cue, 3-6=valid, 7 = invalid
2	 nRepsPerBlock
3	 nBlocks
60.018592	 FrameRate
6	 CueDur in frames
18	36	54	cue-target SOAs
thisBlock	trial	SOAidx	thisCue	thisCon	arrowDir	Resp	Acc	RT	fixation	lagFrames
1	1	3	V	2	L	L	1	 592.73	96	45
1	2	3	V	1	L	R	0	 485.42	24	45
1	3	2	I	2	L	L	1	 617.54	24	27
1	4	2	V	2	R	R	1	 465.60	96	27
1	5	1	N	1	L	L	1	 522.52	96	9
1	6	3	V	1	R	R	1	 561.07	96	45
1	7	2	N	1	L	L	1	 483.41	24	27
1	8	1	V	1	R	R	1	 539.75	96	9
1	9	1	I	2	R	R	1	 514.10	24	9
1	10	3	V	2	R	R	1	 481.24	96	45
1	11	2	I	1	L	R	0	 557.45	24	27
1	12	3	V	1	R	R	1	 444.14	24	45
1	13	1	V	1	L	L	1	 726.38	96	9
1	14	2	N	1	R	R	1	 538.31	24	27
1	15	2	V	2	L	L	1	 428.76	96	27
1	16	1	C	1	R	R	1	 567.42	96	9
1	17	2	I	2	R	R	1	 449.11	96	27
1	18	1	V	1	L	L	1	 579.10	96	9
1	19	3	C	2	L	L	1	 431.21	96	45
1	20	3	C	2	L	L	1	 466.95	96	45
1	21	1	N	1	R	R	1	 507.61	96	9
1	22	1	N	2	L	L	1	 498.91	96	9
1	23	1	N	2	L	L	1	 459.81	24	9
1	24	2	V	2	R	R	1	 696.94	24	27
1	25	3	V	1	L	L	1	 536.89	96	45
1	26	1	V	1	R	R	1	 511.84	24	9
1	27	2	I	1	L	L	1	 515.59	96	27
1	28	3	V	1	R	R	1	 556.36	96	45
1	29	3	V	1	L	L	1	 522.53	24	45
1	30	2	C	2	L	L	1	 477.60	96	27
1	31	1	N	2	L	L	1	 454.91	96	9
1	32	1	V	1	R	R	1	 560.02	24	9
1	33	1	N	2	R	R	1	 453.96	24	9
1	34	1	N	1	L	L	1	 560.43	24	9
1	35	2	V	1	L	L	1	 546.79	24	27
1	36	2	V	2	R	R	1	 524.79	24	27
1	37	3	V	1	R	R	1	 547.77	96	45
1	38	2	V	1	L	L	1	 461.96	24	27
1	39	1	V	1	L	L	1	 487.47	24	9
1	40	1	V	2	L	L	1	 416.49	24	9
1	41	3	I	1	R	R	1	 819.89	96	45
1	42	2	I	2	R	R	1	 675.63	96	27
1	43	2	C	1	L	L	1	 561.62	24	27
1	44	3	N	2	L	L	1	 511.30	96	45
1	45	2	C	1	R	R	1	 763.88	96	27
1	46	1	V	2	L	L	1	 465.91	96	9
1	47	3	I	1	R	R	1	 715.73	96	45
1	48	1	V	1	L	L	1	 786.27	24	9
1	49	3	C	1	R	R	1	 696.15	96	45
1	50	3	V	1	R	R	1	 560.22	24	45
1	51	2	V	2	R	R	1	 538.48	96	27
1	52	2	V	2	L	L	1	 445.51	24	27
1	53	1	V	2	R	R	1	 512.59	96	9
1	54	1	C	1	R	R	1	 831.65	24	9
1	55	2	V	2	R	R	1	 558.75	24	27
1	56	3	N	1	R	R	1	 628.61	96	45
1	57	1	V	2	R	R	1	 495.99	24	9
1	58	3	I	2	L	L	1	 585.40	96	45
1	59	2	V	1	L	L	1	 730.22	24	27
1	60	2	V	2	R	R	1	 580.42	96	27
1	61	3	V	2	L	L	1	 576.05	24	45
1	62	3	V	2	L	L	1	 573.33	24	45
1	63	2	C	2	R	R	1	 510.28	96	27
1	64	3	C	1	L	L	1	 590.94	96	45
1	65	3	V	2	R	R	1	 531.06	96	45
1	66	2	V	2	L	L	1	 526.16	96	27
1	67	2	V	1	R	R	1	 577.31	24	27
1	68	2	V	2	R	R	1	 514.55	96	27
1	69	3	I	1	L	L	1	 625.70	96	45
1	70	1	I	1	L	L	1	 612.95	24	9
1	71	3	V	2	R	R	1	 527.81	24	45
1	72	2	V	2	L	L	1	 483.00	24	27
1	73	2	V	1	L	L	1	 504.02	24	27
1	74	2	C	2	L	L	1	 419.29	24	27
1	75	1	V	2	L	L	1	 455.25	24	9
1	76	1	C	2	L	L	1	 489.21	24	9
1	77	2	I	1	L	L	1	 558.37	96	27
1	78	2	C	2	R	R	1	 487.29	24	27
1	79	1	V	2	R	R	1	 608.21	24	9
1	80	3	I	2	L	L	1	 492.84	96	45
1	81	1	V	1	R	R	1	 757.95	24	9
1	82	3	C	1	R	R	1	 723.85	96	45
1	83	1	I	1	R	R	1	 754.60	24	9
1	84	1	V	1	R	R	1	 616.91	24	9
1	85	1	C	1	R	R	1	 603.98	96	9
1	86	1	V	1	R	R	1	 623.99	96	9
