ANT	 Experiment ID
5	 Subject
07-Mar-2019 16:07:26	 Run Time
2	nCongruency conditions (congruent = 1, incongruent = 2)
7	nCue conditions (1=no cue, 2 = fixation cue, 3-6=valid, 7 = invalid
2	 nRepsPerBlock
3	 nBlocks
60.018957	 FrameRate
6	 CueDur in frames
18	36	54	cue-target SOAs
thisBlock	trial	SOAidx	thisCue	thisCon	arrowDir	Resp	Acc	RT	fixation	lagFrames
1	1	1	V	1	R	R	1	 619.40	24	9
1	2	1	V	2	L	L	1	 759.05	96	9
1	3	2	V	2	R	R	1	 640.56	96	27
1	4	3	V	2	R	R	1	 529.18	24	45
1	5	1	N	1	L	L	1	 896.38	96	9
1	6	3	I	2	L	L	1	 600.08	24	45
1	7	1	N	2	L	L	1	 483.52	96	9
1	8	1	V	1	R	R	1	 476.11	24	9
1	9	1	V	1	L	L	1	 509.33	96	9
1	10	3	V	1	L	L	1	 613.21	24	45
1	11	2	V	1	R	R	1	 668.84	96	27
1	12	3	V	1	L	L	1	 606.83	24	45
1	13	3	V	2	R	R	1	 634.12	24	45
1	14	3	C	2	R	R	1	 451.60	24	45
1	15	1	V	2	L	L	1	 453.73	96	9
1	16	2	V	2	R	R	1	 363.11	24	27
1	17	2	N	1	L	L	1	 571.19	24	27
1	18	2	V	1	R	R	1	 483.91	24	27
1	19	1	V	2	L	L	1	 387.68	96	9
1	20	1	V	2	L	L	1	 462.02	24	9
1	21	3	N	2	L	L	1	 414.77	96	45
1	22	3	V	1	L	L	1	 569.82	24	45
1	23	2	V	2	L	L	1	 345.38	96	27
1	24	2	I	1	L	L	1	 554.44	96	27
1	25	2	I	2	R	R	1	 370.06	24	27
1	26	2	N	1	L	L	1	 578.65	24	27
1	27	2	I	1	L	L	1	 570.78	96	27
1	28	3	V	1	L	L	1	 478.11	96	45
1	29	1	V	1	R	L	0	 382.35	96	9
1	30	2	V	1	R	R	1	 517.94	96	27
1	31	2	V	2	L	L	1	 503.12	24	27
1	32	2	V	1	R	R	1	 514.29	96	27
1	33	3	V	1	L	L	1	 511.63	24	45
1	34	1	N	2	R	R	1	 446.77	24	9
