ANT	 Experiment ID
50	 Subject
10-Apr-2019 09:07:22	 Run Time
2	nCongruency conditions (congruent = 1, incongruent = 2)
7	nCue conditions (1=no cue, 2 = fixation cue, 3-6=valid, 7 = invalid
2	 nRepsPerBlock
3	 nBlocks
60.018382	 FrameRate
6	 CueDur in frames
18	36	54	cue-target SOAs
thisBlock	trial	SOAidx	thisCue	thisCon	arrowDir	Resp	Acc	RT	fixation	lagFrames
1	1	3	V	2	L	R	0	 763.72	96	45
1	2	3	V	1	L	L	1	 617.13	24	45
1	3	2	I	2	L	R	0	 719.43	24	27
1	4	2	V	2	R	L	0	 514.67	96	27
1	5	1	N	1	L	R	0	 473.68	96	9
1	6	3	V	1	R	R	1	 650.43	96	45
1	7	2	N	1	L	L	1	 728.45	24	27
1	8	1	V	1	R	R	1	 567.58	96	9
1	9	1	I	2	R	L	0	 516.05	24	9
1	10	3	V	2	R	L	0	 586.41	96	45
1	11	2	I	1	L	L	1	 835.18	24	27
1	12	3	V	1	R	R	1	 534.23	24	45
1	13	1	V	1	L	L	1	 596.37	96	9
1	14	2	N	1	R	R	1	 676.30	24	27
1	15	2	V	2	L	R	0	 729.53	96	27
1	16	1	C	1	R	R	1	 719.72	96	9
1	17	2	I	2	R	L	0	 538.59	96	27
1	18	1	V	1	L	L	1	 593.38	96	9
1	19	3	C	2	L	R	0	 437.49	96	45
1	20	3	C	2	L	R	0	 624.11	96	45
1	21	1	N	1	R	R	1	 579.72	96	9
1	22	1	N	2	L	R	0	 568.46	96	9
1	23	1	N	2	L	R	0	 614.11	24	9
1	24	2	V	2	R	L	0	 472.08	24	27
1	25	3	V	1	L	L	1	 778.09	96	45
1	26	1	V	1	R	R	1	 791.36	24	9
1	27	2	I	1	L	L	1	 511.59	96	27
1	28	3	V	1	R	R	1	 759.32	96	45
1	29	3	V	1	L	L	1	 614.37	24	45
1	30	2	C	2	L	R	0	 429.02	96	27
1	31	1	N	2	L	R	0	 431.08	96	9
1	32	1	V	1	R	R	1	 690.28	24	9
1	33	1	N	2	R	L	0	 546.06	24	9
1	34	1	N	1	L	L	1	 665.12	24	9
1	35	2	V	1	L	L	1	 590.10	24	27
1	36	2	V	2	R	L	0	 429.65	24	27
1	37	3	V	1	R	R	1	 560.49	96	45
1	38	2	V	1	L	L	1	 441.86	24	27
1	39	1	V	1	L	L	1	 747.66	24	9
1	40	1	V	2	L	R	0	 433.32	24	9
1	41	3	I	1	R	R	1	 843.21	96	45
1	42	2	I	2	R	L	0	 481.28	96	27
1	43	2	C	1	L	L	1	 646.19	24	27
1	44	3	N	2	L	R	0	 456.75	96	45
1	45	2	C	1	R	L	0	 734.55	96	27
1	46	1	V	2	L	R	0	 484.07	96	9
1	47	3	I	1	R	R	1	 763.91	96	45
1	48	1	V	1	L	L	1	 832.82	24	9
1	49	3	C	1	R	R	1	 706.66	96	45
1	50	3	V	1	R	R	1	 729.78	24	45
1	51	2	V	2	R	L	0	 604.35	96	27
1	52	2	V	2	L	R	0	 418.72	24	27
1	53	1	V	2	R	L	0	 502.28	96	9
1	54	1	C	1	R	R	1	1045.53	24	9
1	55	2	V	2	R	L	0	 579.03	24	27
1	56	3	N	1	R	R	1	 553.10	96	45
1	57	1	V	2	R	L	0	 494.50	24	9
1	58	3	I	2	L	R	0	 558.66	96	45
1	59	2	V	1	L	L	1	 527.85	24	27
1	60	2	V	2	R	L	0	 586.85	96	27
1	61	3	V	2	L	R	0	 622.97	24	45
1	62	3	V	2	L	R	0	 576.61	24	45
1	63	2	C	2	R	L	0	 506.47	96	27
1	64	3	C	1	L	R	0	 586.37	96	45
1	65	3	V	2	R	L	0	 645.39	96	45
1	66	2	V	2	L	R	0	 461.35	96	27
1	67	2	V	1	R	R	1	 786.73	24	27
1	68	2	V	2	R	L	0	 434.09	96	27
1	69	3	I	1	L	L	1	 796.83	96	45
1	70	1	I	1	L	L	1	 840.23	24	9
1	71	3	V	2	R	L	0	1617.64	24	45
1	72	2	V	2	L	R	0	 752.49	24	27
1	73	2	V	1	L	L	1	1041.88	24	27
1	74	2	C	2	L	R	0	 888.17	24	27
1	75	1	V	2	L	R	0	1241.22	24	9
1	76	1	C	2	L	N	0	1700.64	24	9
1	77	2	I	1	L	L	1	 708.71	96	27
1	78	2	C	2	R	L	0	1369.04	24	27
1	79	1	V	2	R	L	0	1581.41	24	9
1	80	3	I	2	L	R	0	1104.74	96	45
1	81	1	V	1	R	R	1	 879.96	24	9
1	82	3	C	1	R	R	1	 689.22	96	45
1	83	1	I	1	R	R	1	 905.19	24	9
1	84	1	V	1	R	R	1	 648.63	24	9
1	85	1	C	1	R	R	1	 489.19	96	9
1	86	1	V	1	R	R	1	 672.93	96	9
1	87	1	I	1	R	R	1	 457.76	24	9
1	88	1	C	1	L	L	1	 762.62	24	9
1	89	3	V	1	L	L	1	 511.54	24	45
1	90	1	C	2	L	R	0	 495.04	96	9
1	91	1	V	2	R	L	0	 783.46	24	9
1	92	1	I	2	L	R	0	 546.64	24	9
1	93	3	I	1	R	R	1	 992.98	24	45
1	94	1	V	2	R	L	0	 563.56	96	9
1	95	3	V	1	R	R	1	 592.97	24	45
1	96	2	C	1	L	L	1	 792.63	24	27
1	97	2	V	1	R	R	1	 449.79	96	27
1	98	1	V	2	L	R	0	 699.87	24	9
1	99	3	V	1	R	R	1	 587.33	24	45
1	100	2	V	1	R	R	1	 530.92	24	27
1	101	2	N	2	R	L	0	 437.13	96	27
1	102	3	N	2	R	L	0	 718.53	96	45
1	103	3	N	2	L	R	0	 372.66	24	45
1	104	2	V	2	R	L	0	 477.54	24	27
1	105	3	V	2	R	L	0	 607.05	24	45
1	106	3	V	2	L	R	0	 498.55	24	45
1	107	3	V	2	L	R	0	 425.81	24	45
1	108	2	N	2	R	L	0	 520.22	24	27
1	109	3	N	1	L	L	1	 894.88	96	45
1	110	3	V	1	R	R	1	 695.36	96	45
1	111	3	V	2	L	R	0	 519.49	24	45
1	112	3	V	2	R	N	0	1700.08	24	45
1	113	1	V	2	L	R	0	 909.58	96	9
1	114	2	V	1	R	R	1	1088.01	96	27
1	115	2	V	1	L	L	1	 652.87	24	27
1	116	1	V	2	R	L	0	 710.44	96	9
1	117	1	I	2	R	L	0	 733.48	96	9
1	118	2	C	1	L	L	1	 909.47	96	27
1	119	1	V	2	L	R	0	 749.39	96	9
1	120	1	V	1	R	R	1	 921.86	24	9
1	121	1	I	1	R	R	1	 856.53	24	9
1	122	3	V	1	R	R	1	 762.17	96	45
1	123	3	N	1	R	R	1	 871.27	96	45
1	124	3	V	2	L	R	0	 591.80	96	45
1	125	3	V	2	L	R	0	 611.24	24	45
1	126	3	N	2	R	L	0	 551.07	24	45
1	127	3	V	2	R	L	0	 668.44	24	45
1	128	3	C	1	R	R	1	 788.24	24	45
1	129	2	V	1	L	L	1	 868.34	96	27
1	130	2	I	1	L	L	1	1039.17	96	27
1	131	2	V	2	R	L	0	 461.98	24	27
1	132	2	N	1	R	R	1	 627.72	24	27
1	133	1	V	2	L	R	0	 861.26	96	9
1	134	3	V	1	R	R	1	 694.91	96	45
1	135	3	N	1	L	L	1	 765.97	96	45
1	136	1	V	1	L	L	1	 690.57	24	9
1	137	1	V	2	R	L	0	 770.15	24	9
1	138	1	V	2	R	L	0	 631.37	96	9
1	139	3	I	2	R	L	0	 776.51	96	45
1	140	2	V	1	L	L	1	 696.78	96	27
1	141	3	C	2	R	L	0	 695.64	96	45
1	142	1	I	2	R	L	0	 472.56	24	9
1	143	3	I	2	R	L	0	 912.87	96	45
1	144	2	N	2	L	R	0	 514.52	96	27
1	145	1	C	2	R	L	0	 561.26	24	9
1	146	2	V	2	L	R	0	 370.55	24	27
1	147	2	I	2	L	L	1	  51.25	24	27
1	148	2	V	1	L	L	1	 879.13	24	27
1	149	1	V	1	L	L	1	 742.59	96	9
1	150	1	C	2	R	L	0	 589.46	24	9
1	151	3	V	1	R	R	1	 488.52	24	45
1	152	2	V	1	R	L	0	 476.91	24	27
1	153	1	V	2	R	L	0	 612.89	96	9
1	154	2	V	1	L	R	0	 419.71	24	27
1	155	1	V	1	L	L	1	 789.25	96	9
1	156	2	V	1	L	L	1	 573.27	24	27
1	157	3	C	2	L	R	0	 378.59	24	45
1	158	1	N	1	L	L	1	 574.01	24	9
1	159	1	V	1	L	L	1	 722.70	24	9
1	160	3	V	2	R	L	0	 521.86	24	45
1	161	3	V	2	L	R	0	 567.82	96	45
1	162	3	V	1	L	L	1	 531.33	96	45
1	163	2	N	2	R	L	0	 549.03	24	27
1	164	2	V	2	L	R	0	 620.34	96	27
1	165	2	V	1	L	L	1	 434.90	96	27
1	166	2	V	2	L	R	0	 558.95	24	27
1	167	1	V	1	L	L	1	 595.81	96	9
1	168	2	N	1	L	L	1	 546.07	24	27
2	1	1	N	1	L	R	0	 703.34	96	9
2	2	3	C	2	L	L	1	 574.85	96	45
2	3	3	V	2	L	R	0	 930.90	96	45
2	4	1	V	2	R	L	0	 456.27	24	9
2	5	2	I	2	L	R	0	 597.73	24	27
2	6	1	C	1	L	L	1	1255.52	96	9
2	7	1	C	2	L	R	0	 449.58	24	9
2	8	2	C	1	R	R	1	1565.93	96	27
2	9	1	N	1	L	L	1	 751.94	96	9
2	10	2	I	1	R	R	1	 856.12	24	27
2	11	3	V	2	R	L	0	 625.94	24	45
2	12	3	I	2	L	R	0	 429.00	96	45
2	13	2	V	2	L	R	0	 914.50	96	27
2	14	2	V	2	R	L	0	 499.95	24	27
2	15	3	V	1	R	R	1	 586.51	24	45
2	16	1	N	1	R	R	1	 973.60	96	9
2	17	1	V	1	L	L	1	 690.35	96	9
2	18	2	V	2	L	R	0	 453.81	96	27
2	19	1	C	1	R	R	1	1502.46	96	9
2	20	3	V	1	R	R	1	 693.78	24	45
2	21	3	V	2	R	L	0	 461.05	24	45
2	22	2	N	1	R	R	1	 506.40	24	27
2	23	1	V	2	R	L	0	 465.72	24	9
2	24	2	N	1	R	R	1	 581.01	96	27
2	25	1	V	1	L	L	1	 888.13	24	9
2	26	1	V	2	R	L	0	1302.78	24	9
