ANT	 Experiment ID
98	 Subject
08-May-2019 09:21:01	 Run Time
2	nCongruency conditions (congruent = 1, incongruent = 2)
7	nCue conditions (1=no cue, 2 = fixation cue, 3-6=valid, 7 = invalid
2	 nRepsPerBlock
3	 nBlocks
60.020893	 FrameRate
6	 CueDur in frames
18	36	54	cue-target SOAs
thisBlock	trial	SOAidx	thisCue	thisCon	arrowDir	Resp	Acc	RT	fixation	lagFrames
1	1	3	V	2	L	L	1	 720.00	96	45
1	2	3	V	1	L	R	0	 400.26	24	45
1	3	2	I	2	L	L	1	 535.28	24	27
1	4	2	V	2	R	R	1	 523.35	96	27
1	5	1	N	1	L	L	1	 594.70	96	9
1	6	3	V	1	R	R	1	 559.76	96	45
1	7	2	N	1	L	L	1	 673.04	24	27
1	8	1	V	1	R	R	1	 475.59	96	9
1	9	1	I	2	R	R	1	1125.12	24	9
1	10	3	V	2	R	R	1	 516.85	96	45
1	11	2	I	1	L	L	1	 663.72	24	27
1	12	3	V	1	R	R	1	 664.92	24	45
1	13	1	V	1	L	L	1	 586.87	96	9
1	14	2	N	1	R	R	1	 508.32	24	27
1	15	2	V	2	L	L	1	 527.42	96	27
1	16	1	C	1	R	R	1	 543.14	96	9
1	17	2	I	2	R	R	1	 490.24	96	27
1	18	1	V	1	L	L	1	 523.56	96	9
1	19	3	C	2	L	L	1	 442.31	96	45
1	20	3	C	2	L	L	1	 454.65	96	45
1	21	1	N	1	R	R	1	 591.83	96	9
1	22	1	N	2	L	L	1	 452.52	96	9
1	23	1	N	2	L	L	1	 671.27	24	9
1	24	2	V	2	R	R	1	 429.05	24	27
1	25	3	V	1	L	L	1	 784.72	96	45
1	26	1	V	1	R	R	1	 477.22	24	9
1	27	2	I	1	L	L	1	 562.05	96	27
1	28	3	V	1	R	R	1	 504.94	96	45
1	29	3	V	1	L	L	1	 472.54	24	45
1	30	2	C	2	L	L	1	 399.49	96	27
1	31	1	N	2	L	L	1	 443.43	96	9
1	32	1	V	1	R	R	1	 589.63	24	9
1	33	1	N	2	R	R	1	 626.10	24	9
1	34	1	N	1	L	L	1	 686.06	24	9
1	35	2	V	1	L	L	1	 602.22	24	27
1	36	2	V	2	R	R	1	 474.75	24	27
1	37	3	V	1	R	R	1	 539.87	96	45
1	38	2	V	1	L	L	1	 518.36	24	27
1	39	1	V	1	L	R	0	 396.71	24	9
1	40	1	V	2	L	L	1	 497.77	24	9
1	41	3	I	1	R	R	1	 609.77	96	45
1	42	2	I	2	R	R	1	 537.61	96	27
1	43	2	C	1	L	L	1	 485.44	24	27
1	44	3	N	2	L	L	1	 494.46	96	45
1	45	2	C	1	R	R	1	 594.77	96	27
1	46	1	V	2	L	L	1	 408.42	96	9
