ANT	 Experiment ID
86	 Subject
09-May-2019 09:16:50	 Run Time
2	nCongruency conditions (congruent = 1, incongruent = 2)
7	nCue conditions (1=no cue, 2 = fixation cue, 3-6=valid, 7 = invalid
2	 nRepsPerBlock
3	 nBlocks
60.018937	 FrameRate
6	 CueDur in frames
18	36	54	cue-target SOAs
thisBlock	trial	SOAidx	thisCue	thisCon	arrowDir	Resp	Acc	RT	fixation	lagFrames
1	1	1	I	2	R	R	1	 606.35	96	9
1	2	1	V	1	L	L	1	 680.98	24	9
1	3	3	C	2	R	R	1	 448.34	24	45
1	4	2	V	2	R	R	1	 453.68	24	27
1	5	2	V	1	L	L	1	 563.53	96	27
1	6	1	V	1	L	L	1	 871.47	24	9
1	7	1	I	2	L	L	1	 817.22	24	9
1	8	2	V	1	L	L	1	 550.50	96	27
1	9	3	V	1	R	R	1	 700.49	96	45
1	10	3	C	1	R	R	1	 523.59	24	45
1	11	1	C	1	R	L	0	 554.98	96	9
1	12	2	C	1	R	R	1	 659.60	24	27
1	13	1	V	2	R	R	1	 460.12	24	9
1	14	2	V	2	L	L	1	 505.63	96	27
1	15	2	V	1	R	R	1	 453.01	24	27
1	16	2	V	1	R	R	1	 473.92	24	27
1	17	3	I	2	L	L	1	 707.66	24	45
1	18	2	V	1	R	R	1	 655.04	24	27
1	19	3	V	2	L	L	1	 591.57	96	45
1	20	2	V	1	L	L	1	 631.64	96	27
1	21	1	N	2	L	L	1	 793.68	96	9
1	22	3	V	2	R	R	1	 549.26	96	45
1	23	2	V	1	R	R	1	 542.80	96	27
1	24	3	N	2	L	L	1	 565.48	96	45
1	25	1	V	2	R	R	1	 585.25	24	9
1	26	3	V	2	R	R	1	 397.71	96	45
1	27	2	V	2	L	L	1	 492.24	24	27
1	28	1	V	2	R	R	1	 380.10	96	9
1	29	3	C	1	L	L	1	 583.13	96	45
1	30	1	V	1	R	R	1	 619.75	96	9
1	31	3	I	1	L	L	1	 606.27	96	45
1	32	1	V	1	L	L	1	 528.77	24	9
1	33	1	V	1	L	L	1	 583.10	96	9
1	34	1	V	2	L	L	1	 658.89	24	9
1	35	3	V	1	L	L	1	 549.12	96	45
1	36	1	N	2	R	R	1	 641.79	24	9
1	37	3	V	1	L	L	1	 619.61	24	45
1	38	1	I	1	L	L	1	 678.42	96	9
1	39	3	N	1	R	R	1	 607.14	24	45
1	40	3	N	1	L	L	1	 617.63	96	45
1	41	1	V	2	L	L	1	 556.69	24	9
1	42	2	N	2	R	R	1	 510.14	24	27
1	43	1	N	1	R	R	1	 685.89	24	9
1	44	1	C	1	L	L	1	 686.61	24	9
1	45	1	I	2	R	R	1	 549.33	24	9
1	46	1	V	1	L	L	1	 618.39	96	9
1	47	3	C	2	R	R	1	 493.51	24	45
1	48	2	C	2	R	R	1	 520.52	96	27
1	49	3	V	2	L	L	1	 567.45	24	45
1	50	3	V	1	R	R	1	 492.32	96	45
1	51	1	V	1	L	L	1	 564.77	24	9
1	52	3	V	2	L	L	1	 520.01	96	45
1	53	3	V	1	R	R	1	 591.81	24	45
1	54	3	V	2	L	L	1	 483.44	96	45
1	55	2	N	2	R	R	1	 718.82	24	27
1	56	1	V	2	R	R	1	 509.93	96	9
1	57	2	V	2	R	R	1	 417.39	24	27
1	58	3	V	1	R	R	1	 532.17	24	45
1	59	3	V	2	L	L	1	 561.86	24	45
1	60	2	C	1	R	R	1	 427.47	24	27
1	61	3	V	1	R	R	1	 493.47	96	45
1	62	2	I	2	L	L	1	 584.86	96	27
1	63	3	V	1	R	R	1	 492.90	96	45
1	64	3	N	2	L	L	1	 588.49	24	45
1	65	2	V	1	L	L	1	 661.23	24	27
1	66	2	V	1	R	R	1	 474.27	96	27
1	67	1	C	2	R	R	1	 394.98	24	9
1	68	3	N	2	L	L	1	 615.33	96	45
1	69	2	V	1	L	R	0	 574.17	24	27
1	70	1	I	1	L	L	1	 674.31	96	9
1	71	3	I	2	L	L	1	 658.82	96	45
1	72	3	C	1	R	R	1	 716.57	24	45
1	73	3	N	1	L	L	1	 627.35	24	45
1	74	2	V	2	L	L	1	 561.95	24	27
1	75	3	V	1	L	L	1	 735.70	96	45
1	76	2	N	1	R	L	0	 561.13	96	27
1	77	1	V	1	L	L	1	 630.05	24	9
1	78	2	I	1	L	L	1	 708.38	96	27
1	79	3	V	2	L	L	1	 675.91	24	45
1	80	1	V	1	L	L	1	 595.33	96	9
1	81	2	N	1	L	L	1	 659.26	96	27
1	82	1	V	2	L	L	1	 716.59	96	9
1	83	3	C	2	R	R	1	 659.17	96	45
1	84	3	V	1	L	L	1	 715.92	96	45
1	85	1	V	2	R	R	1	 506.63	24	9
1	86	1	V	2	R	R	1	 425.76	96	9
1	87	2	N	1	R	R	1	 504.08	96	27
1	88	1	V	1	R	R	1	 447.57	24	9
1	89	3	N	1	R	R	1	 496.87	96	45
1	90	3	V	2	L	L	1	 447.54	96	45
1	91	3	V	2	R	R	1	 425.43	24	45
1	92	2	I	2	R	R	1	 519.69	96	27
1	93	1	V	1	L	L	1	1141.43	24	9
1	94	3	V	2	L	L	1	 739.54	96	45
1	95	2	V	2	L	L	1	 517.15	96	27
1	96	1	V	2	L	L	1	 547.08	24	9
1	97	2	V	2	R	R	1	 452.32	96	27
1	98	2	V	1	R	R	1	 634.31	24	27
1	99	2	C	1	R	R	1	 640.10	24	27
1	100	2	V	1	L	L	1	 544.64	96	27
1	101	1	V	2	L	L	1	 527.40	96	9
1	102	3	V	2	R	R	1	 493.92	24	45
1	103	2	N	2	L	L	1	 673.73	24	27
1	104	2	V	2	L	L	1	 469.91	96	27
1	105	3	C	1	R	R	1	 631.29	24	45
1	106	3	I	1	R	L	0	 569.06	24	45
1	107	2	V	2	R	R	1	 570.16	24	27
1	108	1	C	2	L	L	1	 574.35	24	9
1	109	2	V	1	L	R	0	 439.25	24	27
1	110	2	I	2	L	L	1	 581.72	24	27
1	111	2	N	1	L	L	1	 757.80	24	27
1	112	1	V	1	L	L	1	1122.29	24	9
1	113	2	V	2	L	L	1	 518.00	24	27
1	114	3	V	1	R	R	1	 708.64	24	45
1	115	1	V	2	L	L	1	 555.34	24	9
1	116	3	I	1	R	R	1	 785.06	96	45
1	117	1	N	2	R	R	1	 637.66	24	9
1	118	3	V	2	L	L	1	 687.11	96	45
1	119	1	V	2	L	L	1	 455.77	96	9
1	120	3	C	2	L	L	1	 576.71	24	45
1	121	1	V	1	R	R	1	 494.37	24	9
1	122	3	V	1	L	L	1	 734.12	24	45
1	123	2	V	1	R	R	1	 679.85	24	27
1	124	1	N	1	R	R	1	 510.68	24	9
1	125	1	C	2	R	R	1	 598.45	24	9
1	126	3	V	1	L	L	1	 737.21	24	45
1	127	2	V	2	R	R	1	 425.70	96	27
1	128	1	I	1	R	R	1	 532.91	24	9
1	129	2	V	2	R	R	1	 469.46	24	27
1	130	2	C	2	R	R	1	 368.75	24	27
1	131	1	V	1	L	L	1	 916.09	24	9
1	132	2	V	2	L	L	1	 501.47	24	27
1	133	2	I	1	L	R	0	 543.49	96	27
1	134	3	I	1	R	R	1	 708.63	24	45
1	135	3	V	2	R	R	1	 412.32	24	45
1	136	1	V	2	R	R	1	 685.99	24	9
1	137	1	N	1	R	R	1	 711.31	24	9
1	138	2	V	2	R	R	1	 635.02	24	27
1	139	1	C	1	L	L	1	 570.90	24	9
1	140	3	I	2	L	L	1	 576.08	24	45
1	141	3	V	1	R	R	1	 493.75	24	45
1	142	2	I	1	R	R	1	 593.37	24	27
1	143	1	C	2	R	R	1	 485.08	96	9
1	144	2	C	2	L	L	1	 470.04	96	27
1	145	2	V	2	L	L	1	 465.56	24	27
1	146	3	V	2	L	L	1	 344.46	96	45
