ANT	 Experiment ID
197	 Subject
27-Feb-2019 17:32:20	 Run Time
2	nCongruency conditions (congruent = 1, incongruent = 2)
7	nCue conditions (1=no cue, 2 = fixation cue, 3-6=valid, 7 = invalid
2	 nRepsPerBlock
3	 nBlocks
60.018151	 FrameRate
6	 CueDur in frames
18	36	54	cue-target SOAs
thisBlock	trial	SOAidx	thisCue	thisCon	arrowDir	Resp	Acc	RT	fixation	lagFrames
1	1	2	V	1	R	R	1	 455.24	24	27
1	2	1	N	2	R	R	1	 584.92	96	9
1	3	3	C	2	R	R	1	 469.90	24	45
1	4	1	V	2	R	R	1	 437.76	96	9
1	5	3	V	1	L	L	1	 496.09	96	45
1	6	1	N	2	L	L	1	 511.57	24	9
1	7	1	V	2	L	L	1	 487.60	96	9
1	8	2	N	2	L	L	1	 460.17	24	27
1	9	3	V	2	L	L	1	 428.93	96	45
1	10	2	V	1	R	R	1	 467.99	96	27
1	11	1	N	2	L	L	1	 476.76	96	9
1	12	1	C	2	L	L	1	 485.15	96	9
1	13	2	N	2	R	R	1	 506.12	96	27
1	14	1	V	1	L	L	1	 458.08	24	9
1	15	1	V	2	R	R	1	 412.13	24	9
1	16	2	V	1	L	L	1	 426.96	24	27
1	17	1	I	2	R	R	1	 541.72	96	9
1	18	2	I	1	L	L	1	 511.59	96	27
1	19	1	V	2	L	L	1	 367.04	24	9
1	20	3	I	1	L	L	1	 509.00	24	45
1	21	3	V	2	L	L	1	 380.61	24	45
1	22	3	V	2	R	R	1	 401.29	24	45
1	23	3	V	1	R	R	1	 453.14	96	45
1	24	1	C	1	L	L	1	 462.67	24	9
1	25	2	V	1	R	L	0	 421.43	24	27
1	26	3	C	1	L	L	1	 447.71	96	45
1	27	3	C	1	R	R	1	 489.99	24	45
1	28	1	V	2	R	R	1	 442.11	24	9
1	29	3	I	1	L	L	1	 444.45	96	45
1	30	3	V	1	R	R	1	 495.07	24	45
1	31	3	N	1	R	R	1	 488.31	24	45
1	32	2	N	2	R	R	1	 476.70	96	27
1	33	1	V	2	L	L	1	 462.08	24	9
1	34	1	C	1	R	R	1	 446.14	24	9
1	35	3	C	1	R	R	1	 521.12	24	45
1	36	1	V	1	L	L	1	 463.80	24	9
1	37	1	V	1	L	L	1	 448.93	24	9
1	38	1	I	2	R	R	1	 467.56	24	9
1	39	3	N	2	R	R	1	 492.14	24	45
1	40	3	I	2	R	R	1	 484.89	96	45
1	41	1	V	2	L	L	1	 397.57	96	9
1	42	3	I	1	L	L	1	 545.25	24	45
1	43	3	V	1	R	R	1	 463.67	24	45
1	44	2	I	2	R	R	1	 557.13	24	27
1	45	2	I	1	R	L	0	 414.72	24	27
1	46	1	V	1	L	L	1	 442.48	24	9
1	47	1	V	1	L	L	1	 524.73	24	9
1	48	2	C	1	L	R	0	 431.54	24	27
1	49	2	I	1	R	R	1	 574.36	96	27
1	50	3	V	1	R	R	1	 794.95	24	45
1	51	3	C	1	L	L	1	 471.25	96	45
1	52	3	V	2	R	R	1	 449.00	24	45
1	53	3	V	2	R	R	1	 466.66	96	45
1	54	2	V	1	R	L	0	 391.65	24	27
1	55	3	N	2	R	R	1	 539.20	24	45
1	56	2	V	2	R	R	1	 453.98	96	27
1	57	3	C	2	L	L	1	 495.62	96	45
1	58	1	V	1	R	R	1	 392.78	24	9
1	59	2	V	2	L	L	1	 328.71	96	27
1	60	3	V	2	R	R	1	 375.47	24	45
1	61	1	V	2	R	R	1	 429.55	24	9
1	62	1	V	2	L	L	1	 448.57	96	9
1	63	2	V	1	L	L	1	 469.89	96	27
1	64	2	C	2	L	L	1	 483.43	96	27
1	65	2	C	2	R	R	1	 430.65	96	27
1	66	3	V	1	R	L	0	 384.83	24	45
1	67	2	V	2	L	L	1	 384.76	24	27
1	68	3	V	1	R	R	1	 436.49	96	45
1	69	3	V	2	R	R	1	 398.35	96	45
1	70	3	V	1	L	L	1	 424.70	96	45
1	71	1	V	2	L	L	1	 467.49	24	9
1	72	2	V	2	R	R	1	 431.15	96	27
1	73	2	I	1	R	R	1	 461.00	24	27
1	74	1	V	1	R	R	1	 428.95	96	9
1	75	3	I	2	L	L	1	 397.71	24	45
1	76	2	V	2	R	R	1	 444.77	24	27
1	77	1	V	1	R	R	1	 458.37	96	9
1	78	2	C	1	L	L	1	 462.47	24	27
1	79	3	V	2	L	L	1	 392.47	96	45
1	80	1	V	2	R	R	1	 507.79	24	9
1	81	2	V	2	R	R	1	 421.39	96	27
1	82	3	V	2	L	L	1	 422.54	96	45
1	83	1	V	2	L	L	1	 361.29	96	9
1	84	1	I	1	R	R	1	 395.90	24	9
1	85	3	V	1	R	L	0	 374.54	24	45
1	86	2	V	2	L	L	1	 379.96	24	27
1	87	1	V	1	L	R	0	 392.67	24	9
1	88	1	V	2	R	R	1	 425.16	24	9
1	89	2	C	2	R	R	1	 406.05	24	27
1	90	3	V	2	L	L	1	 351.26	24	45
1	91	2	N	1	L	L	1	 454.96	24	27
1	92	2	V	2	R	R	1	 409.50	96	27
1	93	2	V	2	R	R	1	 383.08	24	27
1	94	3	V	1	L	L	1	 441.48	96	45
1	95	2	V	2	L	L	1	 412.71	96	27
1	96	3	N	2	L	L	1	 414.87	96	45
1	97	3	V	2	R	R	1	 390.64	96	45
1	98	1	V	1	R	R	1	 479.85	96	9
1	99	3	V	1	L	L	1	 454.00	24	45
1	100	3	N	1	L	L	1	 437.00	96	45
1	101	3	V	2	L	L	1	 372.40	96	45
1	102	3	I	1	L	L	1	 503.10	96	45
1	103	2	V	2	L	L	1	 415.98	96	27
1	104	2	V	2	R	R	1	 420.95	24	27
1	105	2	I	2	L	L	1	 409.19	24	27
1	106	1	N	1	L	L	1	 474.81	24	9
1	107	2	V	1	L	L	1	 396.79	96	27
1	108	2	C	1	L	L	1	 410.50	24	27
1	109	2	V	1	R	R	1	 519.97	24	27
1	110	1	N	1	R	R	1	 466.59	24	9
1	111	2	V	1	L	R	0	 421.63	24	27
1	112	1	V	2	R	R	1	 380.05	24	9
1	113	1	I	1	L	L	1	 445.08	24	9
1	114	3	V	1	L	L	1	 413.86	24	45
1	115	1	V	1	R	R	1	 429.09	24	9
1	116	2	C	1	R	R	1	 473.64	24	27
1	117	1	N	1	R	R	1	 495.84	24	9
1	118	1	V	1	R	R	1	 438.26	96	9
1	119	1	I	2	R	R	1	 460.73	96	9
1	120	3	N	1	R	N	0	1700.19	96	45
1	121	2	N	2	L	L	1	 467.75	24	27
1	122	3	V	1	R	R	1	 465.81	24	45
1	123	1	C	2	L	L	1	 464.25	24	9
1	124	2	V	2	L	L	1	 377.74	96	27
1	125	1	N	2	R	R	1	 458.79	96	9
1	126	1	I	1	L	L	1	 434.27	24	9
1	127	2	C	2	R	R	1	 485.92	96	27
1	128	1	I	2	L	L	1	 402.40	96	9
1	129	3	I	2	R	R	1	 435.46	24	45
1	130	2	N	1	R	R	1	 462.30	24	27
1	131	2	V	2	R	R	1	 555.86	96	27
1	132	2	V	1	R	L	0	 419.96	96	27
1	133	1	C	1	R	R	1	 477.90	24	9
1	134	2	I	2	R	R	1	 481.09	96	27
1	135	2	V	1	L	L	1	 443.14	24	27
1	136	3	V	1	L	L	1	 419.94	96	45
1	137	1	C	1	R	R	1	 540.84	24	9
1	138	2	V	2	R	R	1	 438.37	96	27
1	139	3	V	1	R	L	0	 408.78	24	45
1	140	3	V	1	L	L	1	 436.08	96	45
1	141	1	V	1	L	L	1	 427.12	96	9
1	142	2	N	1	L	L	1	 504.27	96	27
1	143	1	V	2	R	R	1	 462.29	96	9
1	144	3	V	2	L	L	1	 462.24	96	45
1	145	3	N	1	L	L	1	 406.61	24	45
1	146	2	V	1	R	L	0	 349.17	96	27
1	147	2	N	1	L	L	1	 420.03	24	27
1	148	3	V	2	L	L	1	 359.26	96	45
1	149	3	C	2	L	L	1	 466.15	24	45
1	150	1	N	1	R	R	1	 496.06	24	9
1	151	1	V	1	L	L	1	 429.39	96	9
1	152	2	V	1	R	R	1	 427.24	24	27
1	153	2	V	2	R	R	1	 464.84	96	27
1	154	3	V	2	R	R	1	 391.70	96	45
1	155	1	C	2	L	L	1	 457.18	96	9
1	156	3	V	2	R	R	1	 441.35	24	45
1	157	2	V	1	L	L	1	 493.23	96	27
1	158	1	V	1	R	R	1	 490.65	96	9
1	159	2	V	1	R	R	1	 502.46	96	27
1	160	1	I	1	L	L	1	 515.53	24	9
1	161	3	I	2	R	R	1	 464.59	96	45
1	162	3	C	2	L	L	1	 471.18	96	45
1	163	1	V	2	L	L	1	 439.38	24	9
1	164	1	C	2	L	L	1	 463.39	24	9
