ANT	 Experiment ID
47	 Subject
10-Apr-2019 10:59:56	 Run Time
2	nCongruency conditions (congruent = 1, incongruent = 2)
7	nCue conditions (1=no cue, 2 = fixation cue, 3-6=valid, 7 = invalid
2	 nRepsPerBlock
3	 nBlocks
60.019727	 FrameRate
6	 CueDur in frames
18	36	54	cue-target SOAs
thisBlock	trial	SOAidx	thisCue	thisCon	arrowDir	Resp	Acc	RT	fixation	lagFrames
1	1	3	V	1	R	R	1	 401.78	24	45
1	2	1	I	2	R	R	1	 670.40	24	9
1	3	3	I	2	L	L	1	 510.06	96	45
1	4	2	N	2	R	R	1	 458.46	96	27
1	5	2	I	1	L	L	1	 735.97	96	27
1	6	3	V	1	L	R	0	 582.65	24	45
1	7	3	I	1	R	R	1	 410.79	24	45
1	8	1	V	2	L	L	1	 470.23	24	9
1	9	3	V	1	R	R	1	 623.99	24	45
1	10	2	C	1	L	L	1	 702.48	24	27
1	11	1	V	2	L	L	1	 495.13	24	9
1	12	1	N	1	L	L	1	 582.57	96	9
1	13	3	N	2	R	R	1	 483.52	24	45
1	14	2	V	1	R	R	1	 559.98	24	27
1	15	1	I	1	L	L	1	 558.48	24	9
1	16	3	C	2	L	L	1	 467.36	96	45
1	17	2	N	2	R	R	1	 489.36	96	27
1	18	3	N	2	R	R	1	 433.57	96	45
1	19	3	I	1	R	R	1	 500.01	96	45
1	20	3	V	2	R	R	1	 467.85	24	45
1	21	2	V	2	R	R	1	 521.39	96	27
1	22	1	V	2	R	R	1	 439.90	24	9
1	23	1	V	1	R	L	0	 394.49	96	9
1	24	2	V	1	L	L	1	 562.89	24	27
1	25	1	C	2	R	R	1	 432.72	24	9
1	26	3	C	2	R	R	1	 427.26	24	45
1	27	3	N	1	L	L	1	 582.68	24	45
1	28	3	N	2	L	L	1	 506.35	96	45
1	29	2	V	1	R	R	1	 470.82	96	27
1	30	1	C	2	L	L	1	 575.71	24	9
1	31	3	V	1	R	R	1	 459.87	24	45
1	32	3	V	2	L	L	1	 484.23	24	45
1	33	2	V	2	R	R	1	 367.67	24	27
1	34	1	V	2	L	L	1	 347.27	96	9
1	35	3	V	1	L	L	1	 519.89	96	45
1	36	1	V	2	R	R	1	 397.45	96	9
