ANT	 Experiment ID
72	 Subject
16-Apr-2019 10:27:50	 Run Time
2	nCongruency conditions (congruent = 1, incongruent = 2)
7	nCue conditions (1=no cue, 2 = fixation cue, 3-6=valid, 7 = invalid
2	 nRepsPerBlock
3	 nBlocks
60.019644	 FrameRate
6	 CueDur in frames
18	36	54	cue-target SOAs
thisBlock	trial	SOAidx	thisCue	thisCon	arrowDir	Resp	Acc	RT	fixation	lagFrames
1	1	2	V	1	R	R	1	 539.41	24	27
1	2	2	V	2	L	L	1	 750.28	24	27
1	3	3	V	1	R	R	1	 541.09	96	45
1	4	1	C	2	R	R	1	 579.57	24	9
1	5	3	V	1	L	L	1	 671.42	24	45
1	6	1	V	1	R	R	1	 569.56	96	9
1	7	2	V	1	L	L	1	 538.32	96	27
1	8	1	V	2	L	L	1	 456.99	24	9
1	9	2	C	1	R	R	1	 582.72	24	27
1	10	3	V	1	R	R	1	 580.37	24	45
1	11	2	V	2	R	R	1	 748.59	24	27
1	12	1	V	1	L	L	1	 651.09	96	9
1	13	3	V	2	R	R	1	 565.04	24	45
1	14	3	N	2	L	L	1	 539.36	96	45
1	15	1	V	2	R	R	1	 426.04	96	9
1	16	2	V	1	R	R	1	 585.88	24	27
1	17	1	I	1	R	R	1	 709.76	96	9
1	18	1	V	1	L	R	0	 526.31	24	9
1	19	3	C	1	R	R	1	 582.31	24	45
1	20	3	C	2	L	L	1	 682.68	24	45
1	21	3	V	1	L	L	1	 851.22	24	45
1	22	2	N	2	R	R	1	 714.04	24	27
1	23	3	N	2	L	L	1	 633.81	96	45
1	24	3	I	2	R	R	1	 549.12	96	45
1	25	1	V	2	R	R	1	 474.38	24	9
1	26	1	V	1	R	R	1	 588.60	96	9
1	27	1	V	2	R	R	1	 513.12	24	9
1	28	3	N	2	L	L	1	 585.12	96	45
1	29	3	N	1	L	L	1	 636.84	24	45
1	30	3	I	1	R	R	1	 664.14	96	45
1	31	3	I	1	R	R	1	 673.39	96	45
1	32	2	V	1	L	L	1	 575.49	24	27
1	33	1	V	2	R	R	1	 436.36	24	9
1	34	2	V	2	L	L	1	 443.66	96	27
1	35	1	I	1	R	R	1	 582.65	96	9
1	36	1	V	1	R	R	1	 515.23	96	9
1	37	1	N	2	R	R	1	 650.19	96	9
1	38	1	I	1	R	R	1	 492.80	96	9
1	39	3	I	1	R	R	1	 670.80	96	45
1	40	1	C	1	L	L	1	 600.03	24	9
1	41	1	C	2	L	L	1	 683.67	96	9
1	42	2	I	2	R	R	1	 384.97	96	27
1	43	3	C	1	R	R	1	 558.59	96	45
1	44	1	V	2	R	R	1	 484.59	96	9
1	45	1	V	1	R	R	1	 741.78	96	9
1	46	3	C	2	L	L	1	 644.67	96	45
1	47	3	I	2	R	R	1	 711.62	24	45
1	48	1	I	2	R	R	1	 591.41	96	9
1	49	2	N	1	R	R	1	 760.10	96	27
1	50	3	C	2	R	R	1	 573.62	24	45
1	51	2	V	1	L	L	1	 655.33	96	27
1	52	2	V	2	L	L	1	 526.12	24	27
1	53	2	C	1	R	R	1	 825.11	24	27
1	54	3	V	2	L	L	1	 500.56	24	45
1	55	2	V	2	R	R	1	 624.79	24	27
1	56	3	V	2	R	R	1	 468.40	24	45
1	57	3	I	2	L	L	1	 494.65	96	45
1	58	1	V	2	L	L	1	 478.94	96	9
1	59	3	V	2	R	R	1	 472.14	24	45
1	60	2	N	1	R	R	1	 884.47	24	27
1	61	2	I	1	L	L	1	 993.44	24	27
1	62	1	N	2	R	R	1	 461.97	24	9
1	63	1	V	1	R	R	1	 791.09	24	9
1	64	2	V	1	L	L	1	 583.74	24	27
1	65	3	V	2	R	R	1	 484.22	24	45
1	66	3	V	1	L	L	1	 564.19	24	45
1	67	3	V	2	R	R	1	 507.14	96	45
1	68	3	V	2	L	L	1	 363.62	96	45
1	69	3	I	2	L	L	1	 672.85	24	45
1	70	2	N	2	R	R	1	 470.62	96	27
1	71	1	V	1	R	R	1	 615.16	96	9
1	72	3	N	1	L	L	1	 554.89	24	45
1	73	2	V	2	R	R	1	 421.16	24	27
1	74	3	V	2	L	L	1	 561.79	96	45
1	75	2	I	2	L	L	1	 499.17	24	27
1	76	2	I	1	R	R	1	 742.99	96	27
1	77	1	V	2	R	R	1	 494.23	96	9
1	78	1	C	1	L	L	1	 575.28	96	9
1	79	1	N	1	L	R	0	 900.32	24	9
1	80	2	C	1	L	L	1	 559.46	96	27
1	81	2	V	2	L	L	1	 409.24	24	27
1	82	3	V	2	R	R	1	 470.35	24	45
1	83	1	V	1	R	R	1	 887.03	24	9
1	84	2	N	1	L	L	1	 627.77	24	27
1	85	3	V	2	R	R	1	 391.86	24	45
1	86	3	V	1	R	R	1	 669.14	96	45
1	87	2	V	1	R	L	0	 378.24	96	27
1	88	2	V	1	L	L	1	 628.11	96	27
1	89	3	V	2	R	R	1	 454.43	96	45
1	90	2	N	2	R	R	1	 612.78	96	27
1	91	3	V	1	L	L	1	 663.35	96	45
1	92	1	I	2	R	R	1	 473.09	24	9
1	93	1	I	2	R	R	1	 474.10	96	9
1	94	3	V	1	R	R	1	 580.15	24	45
1	95	1	V	2	R	R	1	 527.22	24	9
1	96	1	I	1	R	R	1	 655.27	96	9
1	97	2	V	2	L	L	1	 429.18	96	27
1	98	1	V	1	R	R	1	 680.03	96	9
1	99	3	V	2	L	L	1	 433.02	96	45
1	100	2	V	2	R	R	1	 431.69	24	27
1	101	3	V	2	R	R	1	 433.75	96	45
1	102	2	V	1	R	R	1	 600.87	96	27
1	103	3	V	1	R	L	0	 692.36	96	45
1	104	3	V	1	L	L	1	 709.93	96	45
1	105	3	V	1	R	R	1	 630.16	24	45
1	106	1	N	1	R	N	0	1700.32	24	9
1	107	3	N	1	L	L	1	 833.07	96	45
1	108	2	C	2	L	L	1	 487.03	96	27
1	109	2	N	1	L	L	1	 651.80	96	27
1	110	2	V	1	R	R	1	 634.00	24	27
1	111	2	V	2	R	R	1	 543.48	24	27
1	112	3	V	2	L	L	1	 773.29	96	45
1	113	1	N	1	R	R	1	 587.62	96	9
1	114	1	I	2	L	L	1	 616.87	96	9
1	115	3	V	1	R	R	1	 524.66	96	45
1	116	2	I	2	R	R	1	 495.69	96	27
1	117	3	V	1	R	R	1	 791.58	24	45
1	118	1	C	1	L	R	0	 844.45	24	9
1	119	2	V	2	L	L	1	 482.18	96	27
1	120	1	C	2	R	R	1	 475.05	96	9
1	121	2	V	2	R	R	1	 417.18	24	27
1	122	3	V	1	R	R	1	 635.26	96	45
1	123	1	N	1	R	R	1	 597.97	96	9
1	124	3	V	2	L	L	1	 753.47	24	45
1	125	1	N	2	L	L	1	 423.93	24	9
1	126	2	V	1	R	R	1	 551.38	96	27
1	127	2	V	1	R	R	1	 457.68	24	27
1	128	1	C	2	L	L	1	 555.48	24	9
1	129	3	V	1	L	L	1	 753.80	24	45
